,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,silvertree.csv,mumble.csv,t-2.csv,skia.csv,geochat.csv
adaptagrams.csv,0.04,0.25,0.08,0.29,0.09,0.06,0.03,0.16,0.15,0.16
aime.csv,0.0,0.05,0.44,0.32,0.0,0.69,0.69,0.66,0.57,0.48
badtrinitycore.csv,0.0,0.0,0.04,0.0,0.5,0.34,0.02,0.34,0.13,0.1
electric-core.csv,0.12,0.7,0.0,0.7,0.6,0.43,0.37,0.31,0.39,0.35
geochat.csv,0.58,1.0,0.56,0.7,0.94,0.6,0.54,0.57,0.67,0.0
mumble.csv,0.25,0.2,0.17,0.07,0.18,0.23,0.0,0.14,0.17,0.05
olsrd.csv,0.71,0.0,0.72,0.77,0.63,0.49,0.63,0.52,0.59,0.59
silvertree.csv,0.33,0.6,0.19,0.08,0.04,0.0,0.28,0.32,0.17,0.21
skia.csv,0.33,0.35,0.12,0.39,0.1,0.06,0.12,0.11,0.0,0.06
t-2.csv,0.38,0.65,0.25,0.16,0.51,0.31,0.6,0.0,0.22,0.39
