,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,silvertree.csv,mumble.csv,t-2.csv,skia.csv,geochat.csv
adaptagrams.csv,0.0,2.0,6.0,4.0,0.0,0.0,2.0,25.0,3.0,2.0
aime.csv,0.0,0.0,6.0,8.0,0.0,7.0,17.0,95.0,4.0,28.0
badtrinitycore.csv,49.0,0.0,0.0,0.0,17.0,5.0,0.0,87.0,2.0,10.0
electric-core.csv,0.0,0.0,0.0,9.0,7.0,4.0,14.0,156.0,4.0,12.0
geochat.csv,9.0,0.0,24.0,77.0,11.0,3.0,10.0,86.0,1.0,0.0
mumble.csv,0.0,2.0,4.0,17.0,81.0,0.0,0.0,3.0,1.0,1.0
olsrd.csv,6.0,0.0,10.0,0.0,2.0,2.0,13.0,151.0,8.0,14.0
silvertree.csv,2.0,4.0,18.0,12.0,81.0,0.0,6.0,64.0,5.0,14.0
skia.csv,4.0,0.0,4.0,31.0,1.0,0.0,2.0,5.0,0.0,0.0
t-2.csv,7.0,0.0,7.0,6.0,12.0,8.0,23.0,0.0,3.0,12.0
