,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,silvertree.csv,mumble.csv,t-2.csv,skia.csv,geochat.csv
adaptagrams.csv,0.96,0.9,0.43,0.19,0.33,0.33,0.82,0.21,0.36,0.33
aime.csv,1.0,0.9,0.3,0.24,1.0,0.5,0.24,0.09,0.32,0.15
badtrinitycore.csv,0.0,1.0,0.41,1.0,0.11,0.5,0.67,0.07,0.33,0.17
electric-core.csv,0.7,0.75,0.98,0.12,0.18,0.42,0.25,0.04,0.36,0.23
geochat.csv,0.44,0.74,0.13,0.05,0.18,0.48,0.26,0.11,0.33,1.0
mumble.csv,0.74,0.83,0.36,0.14,0.0,0.56,1.0,0.14,0.38,0.55
olsrd.csv,0.6,1.0,0.23,0.13,0.22,0.45,0.31,0.12,0.32,0.21
silvertree.csv,0.65,0.79,0.36,0.2,0.0,1.0,0.47,0.07,0.38,0.28
skia.csv,0.56,0.81,0.4,0.15,0.3,0.71,0.47,0.32,1.0,0.5
t-2.csv,0.5,0.62,0.31,0.23,0.1,0.42,0.15,1.0,0.23,0.28
