,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,silvertree.csv,mumble.csv,t-2.csv,skia.csv,geochat.csv
adaptagrams.csv,0.04,0.43,0.77,0.55,0.79,0.96,0.64,0.71,0.84,0.75
aime.csv,0.85,0.87,0.53,0.39,0.07,0.69,0.82,0.86,0.74,0.88
badtrinitycore.csv,1.0,0.97,0.88,0.06,0.87,0.62,0.92,0.89,0.88,0.94
electric-core.csv,0.74,0.79,0.08,0.76,0.7,0.71,0.77,0.95,0.69,0.75
geochat.csv,0.82,1.01,0.89,1.01,0.94,0.65,0.75,0.75,0.76,0.0
mumble.csv,0.43,0.73,0.67,0.92,1.02,0.64,0.0,0.84,0.8,0.8
olsrd.csv,0.71,0.01,0.75,0.78,0.65,0.66,0.69,0.7,0.73,0.77
silvertree.csv,0.54,0.7,0.64,0.85,1.0,0.04,0.45,0.9,0.8,0.76
skia.csv,0.7,0.67,0.72,0.61,0.79,0.8,0.73,0.65,0.09,0.8
t-2.csv,0.75,0.95,0.65,0.64,0.88,0.75,0.94,0.07,0.9,0.63
