,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,mplayer-ce.csv,biopax.csv,crux-framework.csv,xamj.csv,ng4j.csv,jmule.csv
alsa.csv,0.17,0.15,0.32,0.48,0.12,0.05,0.27,0.38,0.22,0.08,0.52,0.01,0.2,0.38,0.6,0.05,0.42,0.25,0.08,0.0
arcallians.csv,0.46,0.38,0.68,0.27,0.02,0.21,0.95,0.11,0.55,0.17,0.23,0.3,0.41,0.39,0.38,0.35,0.57,0.43,0.31,0.21
arianne.csv,0.0,0.55,0.64,0.34,0.35,0.21,0.39,0.88,0.43,0.53,0.87,0.84,0.42,0.57,0.9,0.55,0.57,0.43,0.37,0.52
aztec.csv,0.75,0.02,0.05,0.65,0.5,0.0,0.48,0.0,0.57,0.56,0.02,0.0,0.11,0.46,0.0,0.75,0.44,0.58,0.69,0.28
biopax.csv,0.75,0.73,0.55,0.76,0.78,0.87,0.96,0.41,0.97,0.81,0.41,0.53,0.95,0.69,1.0,0.0,0.98,0.92,0.75,0.9
bl-toolkit.csv,0.25,0.67,0.0,0.29,0.35,0.17,0.69,0.85,0.55,0.19,0.97,0.9,0.47,0.7,0.92,0.35,0.43,0.59,0.39,0.34
clamav.csv,0.32,0.39,0.23,0.34,0.45,0.43,0.17,0.36,0.34,0.0,0.34,0.41,0.18,0.45,0.47,0.25,0.45,0.25,0.22,0.24
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gnupdate.csv,0.32,0.27,0.05,0.31,0.25,0.38,0.17,0.06,0.49,0.33,0.0,0.14,0.23,0.32,0.41,0.2,0.3,0.29,0.15,0.07
jmule.csv,0.28,0.27,0.27,0.21,0.2,0.1,0.46,0.32,0.37,0.03,0.13,0.32,0.2,0.33,0.26,0.05,0.34,0.31,0.17,0.0
mbse.csv,0.55,0.4,0.55,0.6,0.62,0.1,0.17,0.0,0.34,0.58,0.65,0.55,0.37,0.43,0.2,0.8,0.18,0.08,0.41,0.69
mplayer-ce.csv,0.77,0.83,0.95,0.84,0.92,0.93,0.48,0.83,0.87,0.75,0.93,0.84,0.83,0.78,0.01,0.85,0.81,0.57,0.88,0.9
ng4j.csv,0.19,0.3,0.14,0.22,0.12,0.26,0.33,0.81,0.28,0.22,0.31,0.31,0.21,0.28,0.72,0.05,0.39,0.43,0.0,0.03
ns-3-dev-def-routing.csv,0.1,0.28,0.09,0.23,0.28,0.14,0.12,0.79,0.25,0.31,0.79,0.36,0.18,0.01,0.55,0.05,0.21,0.47,0.12,0.03
openxava.csv,0.8,0.03,0.05,0.02,0.0,0.16,0.0,0.05,0.09,0.14,0.0,0.01,0.05,0.05,0.06,0.0,0.08,0.03,0.69,0.1
phonon-vlc-mplayer.csv,0.56,0.44,0.59,0.0,0.32,0.4,0.71,0.56,0.67,0.22,0.33,0.32,0.75,0.48,0.51,0.45,0.63,0.71,0.53,0.38
qgis.csv,0.25,0.0,0.32,0.36,0.1,0.5,0.72,0.5,0.39,0.14,0.21,0.46,0.33,0.37,0.58,0.1,0.55,0.38,0.15,0.1
vars-redux.csv,0.25,0.12,0.18,0.32,0.25,0.17,0.26,0.36,0.0,0.25,0.76,0.3,0.2,0.32,0.71,0.35,0.38,0.35,0.31,0.34
xamj.csv,0.24,0.31,0.27,0.38,0.45,0.13,0.23,0.11,0.18,0.64,0.1,0.03,0.1,0.47,0.14,0.1,0.41,0.0,0.2,0.24
yafdotnet.csv,0.34,0.3,0.41,0.39,0.68,0.45,0.37,0.48,0.36,0.56,0.09,0.2,0.01,0.44,0.39,0.2,0.5,0.24,0.34,0.28
