,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,esmf.csv,mule.csv,jsecurity.csv,delphilhlplib.csv,piccolo2d.csv,libopenmetaverse.csv,gbif-indexingtoolkit.csv,mptvseries.csv,vars-redux.csv
avifile.csv,478.0,97.5,1590.5,93.5,194.0,98.5,2486.0,94.5,344.0,98.5,97.5,1250.0,197.0
delphilhlplib.csv,805.0,99.0,719.0,96.5,96.5,98.5,99.0,192.0,98.5,178.0,456.5,533.5,195.0
esmf.csv,2292.5,99.0,2486.5,99.0,96.5,288.5,684.5,192.0,98.5,178.0,803.5,872.0,197.0
gbif-indexingtoolkit.csv,687.5,99.0,2703.5,99.0,99.0,98.5,389.0,193.0,98.5,97.5,87.5,631.5,98.5
jgameai.csv,53.0,0.0,299.5,91.5,93.5,53.5,729.0,0.0,32.5,66.5,82.5,18.5,89.0
jsecurity.csv,1187.5,168.0,1189.0,93.5,96.5,98.5,96.5,189.0,98.5,98.5,97.5,1544.5,192.0
libopenmetaverse.csv,2863.5,99.0,4544.0,99.0,99.0,197.5,99.0,193.0,98.5,98.5,97.5,1420.5,197.0
mptvseries.csv,1359.5,99.0,655.0,96.5,99.0,98.5,541.0,91.5,98.5,98.5,87.5,585.0,195.0
mule.csv,2482.5,96.5,512.0,96.5,99.0,296.0,268.5,95.5,189.0,95.5,87.5,628.5,96.5
piccolo2d.csv,831.5,95.5,279.5,96.5,96.5,98.5,611.0,189.0,98.5,178.0,97.5,370.5,197.0
vars-redux.csv,2863.5,99.0,2296.5,96.5,98.5,197.5,99.0,193.0,98.5,98.5,96.5,1516.5,197.0
werx.csv,2610.5,99.0,4544.0,99.0,99.0,296.0,99.0,193.0,98.5,98.5,97.5,1669.5,197.0
