,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.55,0.27,0.55,0.36,0.64,0.26,0.24,0.3,0.73,0.4
gamestone.csv,0.0,0.1,0.14,0.32,0.19,0.04,0.0,0.18,0.23,0.1
gbif-providertoolkit.csv,0.57,0.54,0.39,0.39,0.28,0.7,0.68,0.25,0.29,0.6
heekscad.csv,0.26,0.23,0.31,0.54,0.57,0.39,0.62,0.4,0.71,0.6
igarden.csv,0.19,0.31,0.21,0.31,0.37,0.22,0.34,0.31,0.62,0.3
levent.csv,0.45,0.19,0.03,0.03,0.67,0.39,0.58,0.02,0.0,0.0
owlapi.csv,0.62,0.35,0.35,0.19,0.52,0.57,0.84,0.25,0.56,0.5
pnotepad.csv,0.19,0.52,0.73,0.97,0.9,0.48,0.46,0.85,1.0,0.0
quark.csv,0.13,0.02,0.03,0.04,0.12,0.0,0.0,0.05,0.27,0.0
xcsoar.csv,0.23,0.12,0.24,0.49,0.33,0.22,0.27,0.37,1.0,0.0
