,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,xcmetadataservicestoolkit.csv,arm-webradio.csv,gisgraphy.csv
arm-webradio.csv,0.0,1.0,6.0,0.0,68.0,1.0,0.0,1.0,0.0,0.0,0.0
crisscross.csv,2.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,3.0,1.0
cubefs.csv,0.0,10.0,36.0,0.0,9.0,0.0,2.0,0.0,0.0,3.0,8.0
gisgraphy.csv,1.0,15.0,16.0,2.0,5.0,0.0,2.0,0.0,1.0,4.0,0.0
iaml.csv,0.0,1.0,16.0,0.0,68.0,0.0,0.0,0.0,1.0,3.0,1.0
ivataopenportal.csv,3.0,12.0,14.0,0.0,68.0,0.0,2.0,0.0,1.0,3.0,0.0
mb-unit.csv,0.0,4.0,2.0,0.0,22.0,2.0,1.0,0.0,0.0,10.0,1.0
mvdsv.csv,604.0,56.0,120.0,680.0,0.0,215.0,0.0,110.0,0.0,131.0,69.0
nova.csv,8.0,0.0,13.0,0.0,68.0,0.0,0.0,0.0,1.0,0.0,0.0
openwbem.csv,0.0,14.0,48.0,0.0,26.0,0.0,0.0,0.0,1.0,3.0,1.0
xcmetadataservicestoolkit.csv,7.0,56.0,18.0,0.0,20.0,5.0,0.0,0.0,0.0,3.0,1.0
