,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,xcmetadataservicestoolkit.csv,arm-webradio.csv,gisgraphy.csv
arm-webradio.csv,0.29,0.23,0.28,0.12,0.21,0.17,0.23,0.26,0.33,0.0,0.21
crisscross.csv,0.19,0.09,0.02,0.11,0.29,0.06,0.13,0.06,0.0,0.96,0.21
cubefs.csv,0.59,0.82,0.89,0.41,0.67,0.44,0.67,0.03,0.53,1.0,0.67
gisgraphy.csv,0.06,0.8,0.21,0.42,0.21,0.3,0.39,0.79,0.67,0.33,0.0
iaml.csv,0.61,0.02,0.5,0.51,0.24,0.52,0.04,0.56,0.6,0.27,0.58
ivataopenportal.csv,0.47,0.3,0.2,0.66,0.08,0.0,0.66,0.41,0.6,0.94,0.35
mb-unit.csv,0.7,0.52,0.75,0.02,0.84,0.79,0.54,0.62,0.47,0.31,0.79
mvdsv.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nova.csv,0.69,0.02,0.64,0.84,0.29,0.8,0.65,0.85,0.93,0.25,0.52
openwbem.csv,0.01,0.73,0.73,0.93,0.95,0.81,0.78,0.88,0.8,0.77,0.65
xcmetadataservicestoolkit.csv,0.62,0.02,0.72,0.26,0.86,0.46,0.75,0.15,0.0,0.15,0.77
