,ktc.csv,selenium.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,pcgen.csv,autoopencas.csv,omseek.csv
autoopencas.csv,11.0,0.0,71.0,7.0,3.0,24.0,6.0,0.0,147.0,11.0,4.0,0.0,43.0
bacula.csv,6.0,1.0,2.0,5.0,0.0,21.0,5.0,0.0,0.0,3.0,1.0,6.0,26.0
elmo.csv,2.0,1.0,0.0,297.0,7.0,1.0,1.0,0.0,0.0,0.0,7.0,8.0,300.0
jajuk.csv,12.0,3.0,4.0,8.0,0.0,0.0,9.0,0.0,0.0,2.0,3.0,3.0,16.0
ktc.csv,0.0,0.0,7.0,1.0,1.0,14.0,1.0,0.0,2.0,0.0,3.0,11.0,54.0
neoengine.csv,1.0,5.0,6.0,0.0,4.0,12.0,1.0,0.0,3.0,12.0,1.0,6.0,43.0
omseek.csv,2.0,0.0,71.0,3.0,6.0,2.0,4.0,0.0,0.0,2.0,3.0,3.0,0.0
pcgen.csv,0.0,0.0,2.0,0.0,2.0,8.0,2.0,0.0,0.0,5.0,0.0,4.0,9.0
rosegarden.csv,0.0,0.0,8.0,1.0,3.0,5.0,4.0,0.0,2.0,0.0,0.0,11.0,72.0
selenium.csv,0.0,0.0,8.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,29.0
vapor.csv,1.0,0.0,71.0,7.0,17.0,4.0,0.0,0.0,1.0,9.0,5.0,2.0,21.0
zorannt.csv,10.0,0.0,8.0,1.0,0.0,0.0,5.0,0.0,2.0,6.0,1.0,10.0,32.0
zscreen.csv,10.0,0.0,2.0,5.0,0.0,8.0,2.0,0.0,1.0,4.0,5.0,7.0,32.0
