,ktc.csv,selenium.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,pcgen.csv,autoopencas.csv,omseek.csv
autoopencas.csv,0.55,0.35,0.0,0.45,0.54,0.72,0.49,0.22,0.0,0.44,0.41,0.0,0.44
bacula.csv,0.63,0.67,0.19,0.47,0.3,0.49,0.51,0.37,0.0,0.57,0.43,0.41,0.45
elmo.csv,0.01,0.02,0.0,0.0,0.06,0.01,0.04,0.0,0.06,0.08,0.1,0.09,0.07
jajuk.csv,0.36,0.28,0.37,0.48,0.0,0.29,0.49,0.44,0.33,0.26,0.42,0.53,0.38
ktc.csv,0.01,0.09,0.7,0.25,0.07,0.21,0.38,0.37,0.61,0.13,0.21,0.46,0.45
neoengine.csv,0.28,0.24,0.64,0.01,0.25,0.18,0.54,0.59,0.55,0.39,0.68,0.51,0.46
omseek.csv,0.05,0.04,0.15,0.05,0.07,0.02,0.17,0.0,0.0,0.07,0.26,0.03,0.0
pcgen.csv,0.04,0.19,0.24,0.02,0.09,0.1,0.08,0.0,0.35,0.12,0.01,0.15,0.1
rosegarden.csv,0.1,0.2,0.19,0.31,0.14,0.12,0.52,0.48,0.33,0.01,0.36,0.4,0.5
selenium.csv,0.25,0.04,0.85,0.18,0.16,0.37,0.45,0.19,0.39,0.23,0.14,0.76,0.49
vapor.csv,0.15,0.56,0.03,0.1,0.32,0.23,0.0,0.04,0.18,0.14,0.28,0.1,0.13
zorannt.csv,0.34,0.85,0.96,0.07,0.39,0.0,0.45,0.41,0.71,0.3,0.19,0.54,0.25
zscreen.csv,0.44,0.63,0.36,0.35,0.57,0.5,0.45,0.0,0.61,0.45,0.58,0.77,0.47
