,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.67,0.37,0.43,0.74
jajuk.csv,0.8,0.36,0.44,0.79
vapor.csv,0.63,0.29,0.42,0.1
zorannt.csv,0.59,0.48,0.34,0.71
