,adaptagrams.csv,go.csv,bibedt.csv,moving-pictures.csv,libmesh.csv,glelite.csv,fulguro.csv
adaptagrams.csv,1.0,0.23,0.3,0.36,0.12,0.07,0.0
bibedt.csv,0.5,0.3,1.0,0.39,0.62,0.26,0.64
fulguro.csv,0.35,0.16,0.1,0.07,0.15,0.07,0.91
glelite.csv,1.0,1.0,1.0,1.0,1.0,0.99,1.0
go.csv,0.85,0.99,0.9,0.54,0.65,0.49,0.91
libmesh.csv,0.0,0.0,0.1,0.18,0.96,0.02,0.36
moving-pictures.csv,0.73,0.41,0.8,1.0,0.69,0.65,0.91
