,adaptagrams.csv,go.csv,bibedt.csv,moving-pictures.csv,libmesh.csv,glelite.csv,fulguro.csv
adaptagrams.csv,0.0,0.77,0.71,0.69,0.89,0.93,1.0
bibedt.csv,0.56,0.78,0.0,0.74,0.61,0.74,0.76
fulguro.csv,0.7,0.84,0.91,0.93,0.85,0.93,0.09
glelite.csv,1.0,1.0,1.0,1.0,1.0,0.01,1.0
go.csv,0.6,0.01,0.62,0.72,0.64,0.84,0.64
libmesh.csv,1.0,1.0,0.9,0.86,0.04,0.98,0.85
moving-pictures.csv,0.68,0.61,0.62,0.0,0.9,0.35,0.82
