,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv
autoopencas.csv,0.85,0.86,0.31,0.94
pcgen.csv,0.89,0.34,0.93,0.91
selenium.csv,0.47,0.44,0.68,0.49
tolven.csv,0.66,0.44,1.0,0.32
