,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,ardour.csv,pixel-commandos.csv,zxing.csv
ardour.csv,3.0,30.0,10.0,21.0,0.0,0.0,2.0,0.0,7.0,1.0,2.0,4.0,0.0,2.0,4.0,0.0,4.0,0.0
cornerstone.csv,3.0,9.0,7.0,1.0,0.0,1.0,2.0,3.0,1.0,7.0,0.0,14.0,2.0,2.0,7.0,3.0,45.0,1.0
emeraldemu.csv,13.0,1.0,14.0,56.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,5.0,0.0,1.0,5.0,5.0,0.0
grafx2.csv,10.0,1.0,123.0,12.0,0.0,0.0,2.0,5.0,10.0,3.0,4.0,9.0,1.0,0.0,0.0,0.0,26.0,0.0
jahshakafx.csv,0.0,13.0,17.0,4.0,0.0,0.0,3.0,2.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
maya-work-in-progress.csv,56.0,3.0,87.0,18.0,0.0,0.0,1.0,16.0,7.0,0.0,3.0,5.0,1.0,2.0,1.0,1.0,16.0,0.0
novembre.csv,4.0,5.0,30.0,3.0,0.0,1.0,0.0,4.0,1.0,5.0,0.0,2.0,1.0,2.0,5.0,0.0,3.0,0.0
ns-3.csv,53.0,2.0,45.0,32.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,13.0,4.0,1.0,2.0,3.0,17.0,0.0
nullc.csv,108.0,3.0,57.0,80.0,0.0,0.0,5.0,4.0,7.0,0.0,1.0,5.0,3.0,1.0,1.0,3.0,35.0,0.0
open-beos.csv,2.0,66.0,20.0,1.0,0.0,1.0,6.0,3.0,0.0,1.0,0.0,13.0,1.0,2.0,6.0,0.0,31.0,0.0
pixel-commandos.csv,2.0,20.0,24.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
planeshift.csv,64.0,3.0,44.0,63.0,0.0,1.0,5.0,5.0,2.0,0.0,2.0,8.0,0.0,3.0,0.0,0.0,43.0,0.0
plee-the-bear.csv,97.0,1.0,0.0,9.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,14.0,2.0,2.0,1.0,1.0,36.0,0.0
reaper-ecad.csv,55.0,2958.0,55.0,0.0,1.0,0.0,4.0,7.0,8.0,0.0,0.0,100.0,3.0,0.0,1.0,1.0,60.0,0.0
sbml.csv,6.0,297.0,6.0,15.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,10.0,2.0
unimrcp.csv,4.0,11.0,2.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,94.0,0.0
unladen-swallow.csv,11.0,0.0,38.0,65.0,1.0,1.0,3.0,6.0,5.0,0.0,1.0,13.0,2.0,2.0,7.0,1.0,94.0,0.0
zxing.csv,15.0,3.0,59.0,47.0,0.0,0.0,5.0,6.0,8.0,0.0,0.0,100.0,1.0,80.0,1.0,1.0,14.0,0.0
