,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,ardour.csv,pixel-commandos.csv,zxing.csv
ardour.csv,0.45,0.45,0.59,0.66,0.5,0.63,0.48,0.48,0.59,0.91,0.49,0.51,0.5,0.35,0.42,0.46,0.63,0.9
cornerstone.csv,0.43,0.41,0.45,0.54,0.38,0.44,0.37,0.46,0.58,0.63,0.46,0.61,0.43,0.55,0.5,0.4,0.45,0.5
emeraldemu.csv,0.41,0.51,0.84,0.76,0.46,0.69,0.53,0.62,0.72,0.86,0.4,0.65,0.42,0.56,0.59,0.47,0.73,0.6
grafx2.csv,0.45,0.42,0.48,0.52,0.68,0.7,0.48,0.5,0.47,0.53,0.39,0.5,0.47,0.45,0.39,0.44,0.53,0.45
jahshakafx.csv,0.5,0.64,0.84,0.92,0.64,0.95,0.88,0.84,0.98,0.91,0.59,0.86,0.94,0.82,0.92,0.61,0.88,0.85
maya-work-in-progress.csv,0.47,0.61,0.39,0.48,0.44,0.38,0.3,0.35,0.36,0.5,0.33,0.35,0.38,0.42,0.35,0.37,0.37,0.35
novembre.csv,0.96,0.94,0.61,0.94,0.5,0.96,0.69,0.98,0.96,0.86,0.89,0.95,0.69,0.79,0.75,0.71,0.89,0.8
ns-3.csv,0.44,0.6,0.5,0.63,0.52,0.49,0.39,0.4,0.4,0.63,0.48,0.41,0.37,0.46,0.56,0.37,0.51,0.52
nullc.csv,0.61,0.69,0.51,0.62,0.46,0.49,0.39,0.54,0.52,0.57,0.55,0.55,0.38,0.74,0.47,0.51,0.58,0.42
open-beos.csv,0.43,0.53,0.5,0.59,0.44,0.52,0.38,0.57,0.58,0.65,0.4,0.6,0.43,0.64,0.47,0.42,0.52,0.44
pixel-commandos.csv,0.72,0.64,0.98,0.9,0.86,0.9,0.5,0.98,0.9,0.0,0.92,0.0,0.94,0.62,0.93,0.82,0.75,0.75
planeshift.csv,0.46,0.5,0.43,0.58,0.41,0.51,0.4,0.41,0.43,0.6,0.38,0.43,0.37,0.46,0.49,0.38,0.49,0.41
plee-the-bear.csv,0.83,1.0,0.97,0.91,0.72,0.61,0.73,0.72,0.64,0.59,0.47,0.68,0.73,0.9,0.61,0.82,0.6,0.49
reaper-ecad.csv,0.57,0.0,0.49,0.96,0.49,0.46,0.41,0.55,0.49,0.51,0.67,0.0,0.48,0.88,0.48,0.45,0.51,0.5
sbml.csv,0.36,0.47,0.46,0.5,0.39,0.43,0.32,0.36,0.37,0.52,0.33,0.35,0.32,0.35,0.39,0.37,0.37,0.42
unimrcp.csv,0.66,1.0,0.98,0.93,0.5,0.92,0.83,0.98,0.94,0.86,0.83,0.69,0.91,0.86,0.88,0.85,0.87,0.8
unladen-swallow.csv,0.97,1.0,0.6,0.83,0.87,0.65,0.65,0.72,0.58,0.56,0.88,0.68,0.77,0.8,0.63,0.96,0.62,0.62
zxing.csv,0.62,0.74,0.56,0.82,0.67,0.67,0.52,0.71,0.69,0.57,0.71,0.5,0.63,0.75,0.71,0.44,0.58,0.41
