,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,ardour.csv,pixel-commandos.csv,zxing.csv
ardour.csv,0.45,0.48,0.45,0.6,0.75,0.73,0.6,0.54,0.59,0.72,0.6,0.65,0.56,0.45,0.52,0.03,0.31,0.87
cornerstone.csv,0.5,0.46,0.58,0.51,0.65,0.67,0.71,0.57,0.5,0.63,0.02,0.79,0.56,0.95,0.74,0.56,0.81,0.68
emeraldemu.csv,0.41,0.51,0.5,0.66,0.77,0.74,0.61,0.05,0.73,0.81,0.68,0.6,0.6,0.65,0.66,0.56,0.52,0.84
grafx2.csv,0.48,0.47,0.59,0.42,0.74,0.66,0.67,0.5,0.58,0.53,0.71,0.71,0.59,0.02,0.51,0.52,0.64,0.6
jahshakafx.csv,0.02,0.6,0.53,0.79,0.81,0.89,0.74,0.58,0.84,0.79,0.65,0.89,0.94,0.77,0.84,0.64,0.5,0.77
maya-work-in-progress.csv,0.72,0.72,0.6,0.54,0.56,0.63,0.83,0.79,0.68,0.04,0.86,0.59,0.85,0.58,0.66,0.77,0.69,0.66
novembre.csv,0.89,0.76,0.52,0.8,0.96,0.87,0.13,0.87,0.88,0.94,0.84,0.77,0.74,0.75,0.88,0.66,0.51,0.93
ns-3.csv,0.67,0.7,0.65,0.56,0.85,0.03,0.87,0.66,0.55,0.68,0.72,0.92,0.75,0.62,0.6,0.8,0.6,0.78
nullc.csv,0.87,0.86,0.91,0.85,0.09,0.77,0.8,0.64,0.82,0.92,0.61,0.67,0.92,0.69,0.75,0.83,0.85,0.5
open-beos.csv,0.45,0.59,0.33,0.65,0.7,0.68,0.64,0.53,0.06,0.54,0.62,0.66,0.52,0.94,0.64,0.44,0.67,0.6
pixel-commandos.csv,0.64,0.6,0.76,0.8,0.86,0.93,0.87,0.74,0.94,0.97,0.84,0.96,0.88,0.7,0.82,0.72,0.0,0.93
planeshift.csv,0.61,0.87,0.78,0.83,0.59,0.68,0.8,0.66,0.67,0.65,0.72,0.75,0.05,0.49,0.68,0.83,0.75,0.79
plee-the-bear.csv,0.96,0.93,0.12,0.96,1.12,0.84,0.86,0.79,0.8,1.01,0.83,0.88,0.84,0.98,0.96,0.79,0.84,0.82
reaper-ecad.csv,0.65,1.0,0.71,0.04,0.96,0.86,0.52,0.67,0.83,0.85,0.66,1.0,0.6,0.86,0.65,0.69,0.94,0.77
sbml.csv,0.38,0.64,0.51,0.5,0.57,0.63,0.75,0.65,0.6,0.5,0.84,0.52,0.71,0.42,0.03,0.63,0.58,0.64
unimrcp.csv,0.57,0.83,0.76,0.96,0.71,0.93,0.8,0.82,0.92,0.78,0.74,0.08,0.93,0.84,0.89,0.75,1.01,0.91
unladen-swallow.csv,0.92,0.47,0.83,0.97,1.01,0.79,0.67,0.78,0.81,0.71,0.88,0.96,0.78,0.77,0.88,0.93,1.19,0.99
zxing.csv,0.6,0.78,0.49,0.83,0.72,0.67,0.57,0.6,0.67,0.6,0.75,1.0,0.65,1.01,0.79,0.62,0.4,0.0
