,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,ardour.csv,pixel-commandos.csv,zxing.csv
ardour.csv,0.24,0.41,0.33,0.34,0.09,0.16,0.45,0.39,0.16,0.04,0.34,0.55,0.17,0.16,0.41,0.01,0.18,0.12
cornerstone.csv,0.35,0.41,0.58,0.22,0.18,0.63,0.62,0.47,0.2,0.28,0.0,0.68,0.43,0.95,0.59,0.52,0.64,0.18
emeraldemu.csv,0.33,0.21,0.12,0.47,0.09,0.15,0.3,0.0,0.11,0.02,0.53,0.12,0.35,0.03,0.03,0.34,0.14,0.71
grafx2.csv,0.36,0.42,0.5,0.4,0.55,0.35,0.48,0.36,0.45,0.3,0.64,0.62,0.43,0.0,0.41,0.32,0.4,0.24
jahshakafx.csv,0.01,0.18,0.12,0.05,0.09,0.04,0.1,0.07,0.1,0.09,0.21,0.05,0.15,0.03,0.0,0.11,0.07,0.0
maya-work-in-progress.csv,0.7,0.57,0.58,0.51,0.45,0.53,0.82,0.73,0.64,0.02,0.85,0.58,0.8,0.34,0.62,0.75,0.69,0.65
novembre.csv,0.06,0.1,0.25,0.08,0.0,0.07,0.0,0.12,0.04,0.11,0.02,0.2,0.24,0.37,0.53,0.06,0.08,0.06
ns-3.csv,0.66,0.62,0.64,0.5,0.64,0.03,0.85,0.6,0.47,0.47,0.47,0.92,0.7,0.61,0.28,0.8,0.55,0.53
nullc.csv,0.82,0.71,0.79,0.84,0.09,0.73,0.8,0.52,0.72,0.83,0.34,0.55,0.91,0.29,0.69,0.75,0.68,0.12
open-beos.csv,0.26,0.32,0.27,0.17,0.18,0.35,0.5,0.27,0.0,0.11,0.38,0.54,0.33,0.89,0.5,0.27,0.44,0.29
pixel-commandos.csv,0.08,0.17,0.08,0.1,0.0,0.0,0.0,0.03,0.01,0.0,0.11,0.0,0.0,0.0,0.0,0.04,0.0,0.0
planeshift.csv,0.58,0.86,0.78,0.81,0.27,0.57,0.78,0.64,0.6,0.55,0.64,0.73,0.04,0.42,0.62,0.83,0.7,0.76
plee-the-bear.csv,0.64,0.32,0.0,0.06,1.0,0.73,0.45,0.45,0.66,0.91,0.66,0.65,0.57,0.71,0.78,0.41,0.67,0.76
reaper-ecad.csv,0.53,0.0,0.68,0.0,0.91,0.84,0.45,0.58,0.77,0.83,0.36,0.0,0.43,0.05,0.53,0.61,0.79,0.65
sbml.csv,0.38,0.61,0.49,0.49,0.27,0.44,0.72,0.63,0.53,0.17,0.83,0.51,0.7,0.13,0.03,0.56,0.58,0.47
unimrcp.csv,0.11,0.07,0.07,0.08,0.09,0.04,0.08,0.06,0.03,0.0,0.11,0.01,0.02,0.0,0.0,0.07,0.16,0.0
unladen-swallow.csv,0.13,0.03,0.6,0.51,0.73,0.61,0.4,0.45,0.62,0.62,0.04,0.65,0.35,0.47,0.66,0.45,0.64,0.82
zxing.csv,0.23,0.56,0.43,0.44,0.45,0.25,0.4,0.25,0.38,0.45,0.28,0.03,0.22,0.11,0.31,0.58,0.31,0.0
