,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,ardour.csv,pixel-commandos.csv,zxing.csv
ardour.csv,0.57,0.31,0.2,0.26,0.41,0.42,0.43,0.5,0.52,0.42,0.56,0.42,0.61,0.68,0.73,0.98,0.26,0.24
cornerstone.csv,0.53,0.32,0.16,0.35,0.54,0.73,0.4,0.49,0.58,0.47,0.99,0.34,0.73,0.68,0.62,0.72,0.06,0.49
emeraldemu.csv,0.61,0.34,0.31,0.23,0.38,0.4,0.41,0.97,0.39,0.31,0.55,0.47,0.63,0.51,0.5,0.61,0.21,0.61
grafx2.csv,0.54,0.31,0.14,0.38,0.62,0.54,0.38,0.53,0.55,0.56,0.6,0.4,0.7,0.99,0.75,0.64,0.1,0.59
jahshakafx.csv,0.98,0.31,0.28,0.27,0.33,0.19,0.35,0.54,0.26,0.33,0.49,0.18,0.12,0.37,0.27,0.51,0.33,0.38
maya-work-in-progress.csv,0.48,0.19,0.15,0.31,0.76,0.69,0.45,0.42,0.56,0.97,0.66,0.53,0.73,0.58,0.78,0.66,0.11,0.84
novembre.csv,0.19,0.24,0.2,0.24,0.08,0.22,0.93,0.2,0.2,0.1,0.28,0.29,0.44,0.42,0.4,0.49,0.31,0.13
ns-3.csv,0.52,0.21,0.15,0.29,0.56,0.99,0.39,0.48,0.59,0.46,0.47,0.44,0.74,0.73,0.6,0.73,0.11,0.54
nullc.csv,0.39,0.15,0.08,0.23,0.98,0.72,0.46,0.45,0.45,0.42,0.54,0.4,0.81,0.46,0.71,0.57,0.06,0.67
open-beos.csv,0.57,0.26,0.27,0.3,0.47,0.52,0.41,0.51,0.97,0.58,0.54,0.4,0.7,0.56,0.67,0.7,0.09,0.61
pixel-commandos.csv,0.48,0.31,0.19,0.22,0.25,0.13,0.24,0.39,0.11,0.06,0.26,0.07,0.22,0.46,0.31,0.43,1.0,0.13
planeshift.csv,0.53,0.21,0.13,0.21,0.62,0.66,0.41,0.51,0.54,0.53,0.59,0.43,0.98,0.7,0.73,0.72,0.08,0.79
plee-the-bear.csv,0.21,0.07,0.92,0.06,0.58,0.6,0.22,0.3,0.43,0.39,0.46,0.26,0.48,0.33,0.5,0.39,0.06,0.73
reaper-ecad.csv,0.44,0.0,0.13,0.98,0.74,0.73,0.5,0.45,0.49,0.54,0.5,0.0,0.68,0.24,0.68,0.62,0.05,0.66
sbml.csv,0.67,0.25,0.18,0.34,0.64,0.62,0.43,0.53,0.57,0.6,0.67,0.56,0.81,0.7,0.99,0.67,0.13,0.67
unimrcp.csv,0.52,0.2,0.21,0.05,0.45,0.12,0.29,0.28,0.14,0.36,0.39,0.94,0.13,0.28,0.19,0.38,0.0,0.16
unladen-swallow.csv,0.13,0.61,0.08,0.07,0.41,0.56,0.37,0.31,0.4,0.51,0.21,0.19,0.43,0.44,0.48,0.24,0.0,0.53
zxing.csv,0.45,0.16,0.18,0.13,0.57,0.5,0.45,0.46,0.45,0.53,0.39,0.0,0.53,0.0,0.39,0.68,0.17,1.0
