,nutz.csv,jajuk.csv,ossim.csv,massiv.csv,v8.csv,ngl.csv,qmmp.csv,mesa3d.csv,rcp-company-uibindings.csv
jajuk.csv,0.73,1.0,0.69,0.81,0.55,0.62,0.48,0.53,0.49
massiv.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mesa3d.csv,0.23,0.13,0.14,0.54,0.41,0.31,0.12,0.89,0.53
ngl.csv,0.74,0.57,0.55,0.66,0.53,1.0,0.57,0.67,0.52
nutz.csv,1.0,0.73,0.64,0.76,0.6,0.59,0.49,0.31,0.52
ossim.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.02,0.01,0.0
qmmp.csv,0.78,0.73,0.64,0.75,0.44,0.62,0.98,0.21,0.63
rcp-company-uibindings.csv,0.35,0.13,0.21,0.13,0.3,0.17,0.67,0.53,1.0
v8.csv,0.4,0.09,0.17,0.05,1.0,0.0,0.0,0.0,0.58
