,nutz.csv,jajuk.csv,ossim.csv,massiv.csv,v8.csv,ngl.csv,qmmp.csv,mesa3d.csv,rcp-company-uibindings.csv
jajuk.csv,0.35,0.0,0.49,0.54,0.31,0.39,0.13,0.44,0.2
massiv.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mesa3d.csv,0.42,0.35,0.21,0.2,0.31,0.29,0.32,0.02,0.2
ngl.csv,0.43,0.25,0.49,0.56,0.69,0.02,0.5,0.54,0.1
nutz.csv,0.0,0.41,0.74,0.61,0.38,0.39,0.08,0.91,0.2
ossim.csv,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
qmmp.csv,0.43,0.38,0.65,0.63,0.85,0.66,0.0,0.95,0.5
rcp-company-uibindings.csv,0.9,0.97,0.95,0.97,0.92,0.96,0.69,0.8,0.0
v8.csv,0.88,0.98,0.96,0.99,0.0,1.0,1.0,1.0,0.7
