,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,0.28,0.13,1.0,0.6,0.22,0.48,0.33,0.22,0.29,1.0,0.0,0.4,0.77,0.25,0.24,0.25,0.62,0.0,0.6,0.4
etherboot.csv,0.0,0.08,0.0,0.16,0.0,0.88,0.0,0.41,0.34,0.0,0.26,0.0,0.94,0.6,0.0,0.49,0.0,0.0,0.0,0.0
gebr.csv,0.43,0.08,0.42,0.19,0.27,0.68,0.34,0.34,0.27,0.58,0.26,0.26,0.91,0.29,0.12,0.55,0.67,0.09,0.6,0.67
gpac.csv,0.33,0.07,0.38,0.17,0.25,0.63,0.29,0.39,0.26,0.71,0.27,0.26,0.73,0.27,0.15,0.48,0.67,0.04,0.58,0.6
gstreamer.csv,0.46,0.1,0.44,0.18,0.32,0.7,0.36,0.38,0.28,0.54,0.27,0.29,0.86,0.23,0.13,0.62,0.77,0.1,0.78,0.67
kml.csv,0.48,0.06,0.43,0.18,0.3,0.79,0.36,0.39,0.28,0.55,0.26,0.37,0.97,0.31,0.14,0.74,0.74,0.09,0.59,0.67
ktc.csv,0.69,0.11,0.57,0.23,0.42,0.71,0.53,0.58,0.29,0.58,0.35,0.41,1.0,0.58,0.19,0.88,0.81,0.07,0.81,0.8
mbse.csv,0.47,0.09,0.55,0.29,0.25,0.54,0.37,0.36,0.25,0.67,0.6,0.43,0.81,0.29,0.13,0.5,0.74,0.09,0.73,0.73
miranda.csv,0.5,0.0,0.5,0.67,0.0,0.67,0.33,0.41,0.31,0.57,0.0,0.39,0.0,0.47,0.15,0.5,0.75,0.06,0.58,0.79
neoengine.csv,0.53,0.07,0.57,0.23,0.3,0.76,0.34,0.43,0.25,0.57,0.34,0.25,0.85,0.43,0.15,0.53,0.69,0.03,0.59,0.67
nicepress.csv,0.54,0.11,0.4,0.23,0.31,0.67,0.45,0.63,0.27,0.55,0.23,0.25,0.76,0.27,0.17,0.54,0.7,0.05,0.63,0.69
omseek.csv,0.78,0.0,0.77,0.6,0.46,0.0,0.76,0.33,0.36,0.5,0.23,0.67,1.0,0.5,0.29,1.0,0.83,0.25,0.8,0.89
pcsx2.csv,0.44,0.09,0.41,0.12,0.3,0.62,0.32,0.36,0.27,0.65,0.25,0.25,0.72,0.25,0.11,0.92,0.79,0.09,0.67,0.66
plplot.csv,0.58,0.09,0.59,0.31,0.4,0.92,0.5,0.52,0.26,0.55,0.27,0.25,0.92,0.48,0.21,0.5,0.67,0.05,0.58,0.69
rosegarden.csv,0.58,0.09,0.38,0.19,0.26,0.85,0.56,0.54,0.31,0.64,0.38,0.27,0.92,0.44,0.15,0.71,0.74,0.06,0.66,0.72
smarttag.csv,0.51,0.09,0.38,0.15,0.29,0.7,0.4,0.59,0.22,0.57,0.39,0.35,0.88,0.54,0.13,0.66,0.76,0.11,0.73,0.72
vapor.csv,0.62,0.0,0.7,0.26,0.48,1.0,0.48,0.56,0.35,0.54,0.25,0.43,0.0,0.56,0.31,1.0,0.87,0.0,0.61,0.73
wxjs.csv,0.09,0.0,0.33,0.0,0.0,0.86,0.0,0.5,0.0,0.33,0.0,0.0,0.0,1.0,0.2,0.5,0.6,0.29,0.43,1.0
zorannt.csv,0.47,0.1,0.77,0.37,0.28,0.71,0.32,0.54,0.2,0.57,0.28,0.29,0.75,0.62,0.15,0.77,0.66,0.12,0.61,0.68
zscreen.csv,0.53,0.06,0.63,0.25,0.35,0.86,0.47,0.39,0.29,0.69,0.33,0.4,0.96,0.35,0.17,0.89,0.8,0.07,0.79,0.68
