,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.09,0.96,0.02,0.0,0.12,0.35,0.09,0.4,0.43,0.51,0.39,0.17,0.33,0.15,0.42,0.09,0.32
baadengine.csv,0.77,0.23,0.29,0.56,0.57,0.4,0.0,0.5,0.0,0.73,0.59,0.17,0.09,0.63,0.0,0.0,0.58
bibedt.csv,0.29,0.42,0.0,0.85,0.68,0.59,0.72,0.44,0.61,0.35,0.63,0.54,0.63,0.53,0.47,0.28,0.68
exl.csv,0.18,0.51,0.0,0.65,0.48,0.53,0.2,0.57,0.55,0.23,0.58,0.0,0.59,0.4,0.21,0.17,0.8
gdis.csv,0.58,0.23,0.48,0.0,0.63,0.56,0.59,0.48,0.58,0.0,0.58,0.84,0.53,0.52,0.83,0.56,0.77
gogoego.csv,0.2,0.0,0.24,0.95,0.56,0.34,0.7,0.56,0.38,0.7,0.44,0.0,0.6,0.7,0.67,0.17,0.64
httpcontentparser.csv,0.28,0.22,0.35,0.0,0.54,0.05,0.09,0.55,0.47,0.16,0.79,0.45,0.52,0.29,0.0,0.42,0.5
jaxlib.csv,0.33,0.23,0.27,0.0,0.57,0.57,0.52,0.61,0.21,0.54,0.62,0.99,0.54,0.53,0.29,0.42,0.79
jgameai.csv,0.01,0.24,0.01,0.0,0.15,0.62,0.05,0.12,0.1,0.2,0.06,0.54,0.49,0.0,0.11,0.0,0.0
jhotdraw.csv,0.43,0.57,0.6,0.54,0.13,0.48,0.0,0.13,0.62,0.42,0.41,0.45,0.32,0.41,0.0,0.43,0.41
loki-lib.csv,0.64,0.43,0.0,0.33,0.71,0.64,0.67,0.58,0.55,0.67,0.68,0.45,0.63,0.48,0.82,0.67,0.69
patterntesting.csv,0.0,0.13,0.0,0.13,0.36,0.13,0.0,0.13,0.42,0.66,0.09,0.24,0.09,0.16,0.3,0.41,0.0
pokeglobal.csv,0.45,0.56,0.0,0.88,0.71,0.44,0.0,0.55,0.44,0.75,0.67,0.0,0.61,0.54,0.19,0.42,0.68
werx.csv,0.05,0.47,0.97,0.0,0.13,0.09,0.0,0.24,0.0,0.0,0.05,0.09,0.0,0.09,0.0,0.0,0.45
xbg.csv,0.46,0.24,0.0,0.0,0.0,0.0,0.04,0.06,0.02,0.3,0.12,0.0,0.0,0.75,0.0,0.09,0.06
zealos.csv,0.18,0.24,0.31,0.0,0.06,0.23,0.76,0.19,0.23,0.38,0.06,0.0,0.0,0.15,0.53,0.17,0.0
