,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,elynx.csv,cascading.csv,xcmetadataservicestoolkit.csv,gnome-jabber.csv,glelite.csv,olex2.csv,tencompetence.csv,gisgraphy.csv
cascading.csv,0.65,0.35,0.56,0.65,0.73,0.51,0.0,0.73,0.55,0.02,0.54,0.59,0.41,0.75
crisscross.csv,0.05,0.0,0.68,0.37,0.0,0.52,0.0,0.45,0.0,0.0,0.42,0.05,0.42,0.41
gisgraphy.csv,0.23,0.1,0.0,0.21,0.38,0.02,0.0,0.31,0.29,0.16,0.05,0.4,0.09,0.77
glelite.csv,0.43,0.47,0.6,0.49,0.0,0.13,0.13,0.24,0.0,0.0,0.98,0.63,0.7,0.09
gnome-jabber.csv,0.36,0.1,0.23,0.48,0.62,0.52,0.75,0.43,0.5,0.7,0.43,0.36,0.28,0.65
ivataopenportal.csv,0.61,0.0,0.56,0.43,0.62,0.74,0.0,0.52,0.49,0.52,0.84,0.0,0.39,0.24
mb-unit.csv,0.0,0.0,0.2,0.66,0.0,0.0,0.45,0.61,0.61,0.0,0.0,0.62,0.56,0.28
mvdsv.csv,0.04,0.27,0.0,0.09,0.99,0.01,0.0,0.11,0.22,0.05,0.09,0.1,0.04,0.32
nova.csv,0.64,0.78,0.6,0.56,0.52,0.51,0.47,0.58,0.39,0.61,0.61,0.53,0.64,0.53
olex2.csv,0.48,0.54,0.54,0.61,0.65,0.13,0.0,0.45,0.65,0.32,0.69,0.73,0.21,0.21
openwbem.csv,0.62,0.58,0.55,0.53,0.67,0.47,0.85,0.5,0.55,0.48,0.51,0.65,0.58,0.55
tencompetence.csv,0.23,0.1,0.27,0.55,0.0,0.38,0.86,0.17,0.4,0.42,0.49,0.04,0.79,0.21
xcmetadataservicestoolkit.csv,0.49,0.37,0.43,0.55,0.57,0.41,0.27,0.58,0.75,0.0,0.0,0.6,0.75,0.32
