,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,bscwweasel.csv,retromenu.csv,capcode.csv,botsnscouts.csv,nodal.csv,st-filteredstatistics.csv,lcfizvtop.csv,avisynth2.csv,powerfolder.csv,bzbyte.csv,mediaportal.csv,emite.csv,duplicati.csv,uface.csv
avisynth2.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1.0,0.0,0.0,0.05,0.06,0.0,0.04
botsnscouts.csv,0.55,0.28,0.64,0.42,0.61,0.36,0.63,0.29,0.96,0.26,0.54,0.27,0.12,0.32,0.56,0.4,0.1,0.49,0.42
bscwweasel.csv,0.35,0.0,0.16,0.06,0.43,0.97,0.37,0.28,0.14,0.34,0.18,0.0,0.0,0.24,0.16,0.27,0.0,0.47,0.17
bzbyte.csv,0.58,0.56,0.68,0.59,0.73,0.24,0.56,0.32,0.59,0.42,0.77,0.34,0.1,0.1,0.99,0.35,0.46,0.83,0.76
capcode.csv,0.08,0.0,0.17,0.11,0.26,0.28,0.0,0.96,0.12,0.07,0.19,0.22,0.0,0.0,0.34,0.1,0.06,0.29,0.07
emite.csv,0.56,0.59,0.67,0.61,0.66,0.39,0.47,0.25,0.63,0.46,0.8,0.42,0.11,0.17,0.65,0.35,0.93,0.91,0.23
fbmanager.csv,0.44,0.38,0.6,0.99,0.59,0.2,0.41,0.26,0.49,0.28,0.45,0.23,0.0,0.22,0.52,0.4,0.12,0.39,0.4
lcfizvtop.csv,0.37,0.43,0.59,0.35,0.64,0.07,0.36,0.05,0.29,0.26,0.81,1.0,0.0,0.07,0.62,0.3,0.55,0.43,0.56
mediaportal.csv,0.11,0.5,0.43,0.06,0.73,0.16,0.36,0.18,0.37,0.07,0.19,0.0,0.0,0.09,0.42,0.96,0.56,0.38,0.28
nodal.csv,0.36,0.42,0.5,0.36,0.59,0.26,0.33,0.21,0.41,0.95,0.36,0.11,0.05,0.15,0.41,0.27,0.06,0.54,0.27
paintown.csv,0.98,0.53,0.69,0.71,0.77,0.26,0.55,0.22,0.43,0.42,0.62,0.32,0.08,0.09,0.67,0.36,0.51,0.73,0.72
powerfolder.csv,0.0,0.0,0.0,0.0,0.12,0.1,0.24,0.0,0.07,0.0,0.05,0.0,0.0,1.0,0.1,0.17,0.0,0.03,0.0
retromenu.csv,0.33,0.42,0.35,0.16,0.43,0.26,0.95,0.2,0.41,0.22,0.34,0.0,0.0,0.27,0.41,0.4,0.0,0.24,0.07
smbopensoft.csv,0.22,0.97,0.45,0.19,0.56,0.2,0.45,0.29,0.33,0.33,0.71,0.0,0.11,0.23,0.37,0.29,0.53,0.53,0.51
sqlpower-library.csv,0.56,0.67,0.65,0.58,1.0,0.29,0.55,0.28,0.66,0.4,0.48,0.4,0.11,0.12,0.8,0.34,0.43,0.96,0.61
st-filteredstatistics.csv,0.67,0.23,0.58,0.64,0.63,0.21,0.58,0.31,0.68,0.4,0.99,0.29,0.1,0.15,0.63,0.33,0.57,0.64,0.76
triplea.csv,0.59,0.1,1.0,0.49,0.64,0.23,0.56,0.19,0.39,0.43,0.7,0.24,0.11,0.26,0.6,0.36,0.51,0.72,0.66
uface.csv,0.58,0.66,0.66,0.67,0.67,0.25,0.44,0.32,0.65,0.37,0.82,0.27,0.1,0.02,0.77,0.31,0.62,0.89,1.0
