,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,bscwweasel.csv,retromenu.csv,capcode.csv,botsnscouts.csv,nodal.csv,st-filteredstatistics.csv,lcfizvtop.csv,avisynth2.csv,powerfolder.csv,bzbyte.csv,mediaportal.csv,emite.csv,duplicati.csv,uface.csv
avisynth2.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
botsnscouts.csv,0.16,0.05,0.29,0.23,0.24,0.18,0.31,0.42,0.0,0.17,0.15,0.17,0.21,0.17,0.28,0.45,0.15,0.0,0.09
bscwweasel.csv,0.15,0.0,0.1,0.0,0.06,0.0,0.22,0.18,0.0,0.02,0.08,0.04,0.02,0.08,0.0,0.4,0.0,0.0,0.02
bzbyte.csv,0.56,0.44,0.9,0.45,0.88,0.6,0.56,0.63,0.59,0.84,0.77,0.58,0.58,0.62,0.06,0.73,0.57,1.0,0.67
capcode.csv,0.07,0.02,0.05,0.0,0.06,0.08,0.02,0.0,0.19,0.08,0.0,0.1,0.21,0.05,0.06,0.05,0.08,0.0,0.02
emite.csv,0.67,0.88,0.76,0.61,0.41,0.24,0.27,0.42,0.7,0.49,0.85,0.56,0.48,0.4,0.39,0.75,0.0,1.0,0.04
fbmanager.csv,0.12,0.73,0.14,0.0,0.24,0.11,0.22,0.49,0.15,0.32,0.15,0.25,0.19,0.16,0.11,0.33,0.02,0.0,0.13
lcfizvtop.csv,0.34,0.13,0.43,0.29,0.76,0.23,0.56,0.38,0.3,0.27,0.54,0.0,0.06,0.18,0.28,0.31,0.8,0.0,0.78
mediaportal.csv,0.01,0.27,0.19,0.03,0.71,0.8,0.73,0.69,0.3,0.05,0.0,0.02,0.05,0.32,0.61,0.0,0.38,1.0,0.39
nodal.csv,0.26,0.12,0.48,0.23,0.24,0.09,0.31,0.32,0.3,0.0,0.15,0.12,0.55,0.17,0.28,0.42,0.1,1.0,0.04
paintown.csv,0.0,0.83,0.29,0.32,0.29,0.65,0.71,0.75,0.37,0.59,0.46,0.31,0.34,0.63,0.56,0.37,0.48,0.0,0.56
powerfolder.csv,0.0,0.0,0.05,0.0,0.0,0.0,0.02,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.0
retromenu.csv,0.04,0.61,0.05,0.0,0.06,0.05,0.02,0.21,0.0,0.02,0.0,0.04,0.0,0.07,0.11,0.13,0.0,0.0,0.02
smbopensoft.csv,0.08,0.01,0.43,0.13,0.18,0.57,0.38,0.34,0.3,0.44,0.46,0.02,0.48,0.21,0.22,0.3,0.48,0.0,0.35
sqlpower-library.csv,0.48,0.92,0.67,0.81,0.0,0.66,0.53,0.79,0.67,0.71,0.69,0.44,0.81,0.6,0.67,0.75,0.4,1.0,0.26
st-filteredstatistics.csv,0.6,0.2,0.57,0.61,0.47,0.45,0.47,0.54,0.52,0.71,0.08,0.75,0.6,0.48,0.44,0.78,0.42,0.0,0.57
triplea.csv,0.22,0.02,0.0,0.1,0.29,0.35,0.33,0.37,0.07,0.4,0.31,0.4,0.48,0.24,0.61,0.42,0.32,1.0,0.26
uface.csv,0.93,0.98,0.81,0.71,0.94,0.49,0.89,0.49,0.85,0.84,0.77,0.98,0.92,0.76,0.89,0.88,0.45,1.0,0.0
