,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,bscwweasel.csv,retromenu.csv,capcode.csv,botsnscouts.csv,nodal.csv,st-filteredstatistics.csv,lcfizvtop.csv,avisynth2.csv,powerfolder.csv,bzbyte.csv,mediaportal.csv,emite.csv,duplicati.csv,uface.csv
avisynth2.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6,1.0,0.0,1.0
botsnscouts.csv,0.71,0.77,0.75,0.61,0.85,0.29,0.53,0.19,1.0,0.31,0.88,0.27,0.07,0.19,0.83,0.27,0.25,1.0,0.86
bscwweasel.csv,0.61,0.0,0.6,1.0,0.93,1.0,0.41,0.24,1.0,0.83,0.8,0.0,0.0,0.17,1.0,0.2,0.0,1.0,0.91
bzbyte.csv,0.52,0.55,0.58,0.59,0.7,0.14,0.42,0.2,0.53,0.27,0.76,0.22,0.05,0.05,0.98,0.22,0.41,0.98,0.71
capcode.csv,0.38,0.0,0.75,1.0,0.88,0.31,0.0,1.0,0.29,0.17,1.0,0.29,0.0,0.0,0.92,0.23,0.25,1.0,0.8
emite.csv,0.48,0.47,0.6,0.55,0.79,0.28,0.45,0.17,0.52,0.34,0.75,0.27,0.06,0.09,0.82,0.22,1.0,0.98,0.88
fbmanager.csv,0.71,0.36,0.83,1.0,0.84,0.2,0.44,0.17,0.71,0.26,0.86,0.2,0.0,0.14,0.91,0.3,0.67,1.0,0.81
lcfizvtop.csv,0.46,0.7,0.65,0.5,0.68,0.06,0.29,0.04,0.43,0.26,0.82,1.0,0.0,0.04,0.85,0.24,0.43,1.0,0.58
mediaportal.csv,0.8,0.6,0.71,0.5,0.73,0.1,0.27,0.11,0.5,0.25,1.0,0.0,0.0,0.05,0.62,1.0,0.55,0.93,0.5
nodal.csv,0.5,0.71,0.58,0.56,0.84,0.28,0.33,0.15,0.53,1.0,0.82,0.14,0.03,0.09,0.76,0.19,0.2,0.96,0.89
paintown.csv,1.0,0.44,0.77,0.71,0.86,0.15,0.38,0.13,0.5,0.3,0.77,0.25,0.05,0.05,0.77,0.26,0.47,1.0,0.72
powerfolder.csv,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.75,0.38,0.0,1.0,0.0
retromenu.csv,0.82,0.4,0.88,1.0,0.93,0.36,0.95,0.17,1.0,0.75,1.0,0.0,0.0,0.2,0.88,0.41,0.0,1.0,0.8
smbopensoft.csv,0.6,0.99,0.57,0.5,0.86,0.12,0.39,0.2,0.47,0.26,0.81,0.0,0.06,0.13,0.78,0.23,0.49,1.0,0.7
sqlpower-library.csv,0.53,0.51,0.61,0.49,1.0,0.17,0.41,0.16,0.55,0.27,0.62,0.28,0.06,0.06,0.79,0.21,0.45,0.98,0.79
st-filteredstatistics.csv,0.56,0.43,0.6,0.57,0.76,0.14,0.45,0.19,0.6,0.27,0.98,0.18,0.05,0.08,0.79,0.2,0.53,1.0,0.73
triplea.csv,0.69,0.71,1.0,0.8,0.83,0.15,0.48,0.13,0.78,0.34,0.85,0.17,0.06,0.15,0.72,0.26,0.54,0.97,0.81
uface.csv,0.45,0.49,0.59,0.56,0.66,0.16,0.3,0.2,0.51,0.24,0.77,0.16,0.05,0.01,0.74,0.19,0.55,0.98,1.0
