,reactos-mirror.csv,flylegacy.csv,etics.csv,bloodycore.csv,gzigzag.csv,blue-c.csv,jguard.csv,flexpay.csv,unbvision.csv,ppcboot.csv,auber.csv,img-browse-sort.csv,qdvdauthor.csv,biodwh.csv,ftm.csv,jcache.csv
auber.csv,0.36,0.44,0.46,0.41,0.6,0.64,0.27,0.59,0.52,0.5,1.0,0.49,0.57,0.35,0.51,0.54
biodwh.csv,0.17,0.07,0.18,0.13,0.0,0.0,0.04,0.11,0.0,0.02,0.07,0.1,0.12,1.0,0.12,0.07
bloodycore.csv,0.51,0.6,0.34,0.91,0.34,0.36,0.3,0.16,0.47,0.57,0.19,0.51,0.51,0.54,0.13,0.2
blue-c.csv,0.47,0.47,0.61,0.48,0.54,1.0,0.39,0.59,0.63,0.45,0.6,0.68,0.58,0.5,0.61,0.48
etics.csv,0.38,0.29,0.93,0.37,0.35,0.49,0.34,0.4,0.31,0.29,0.4,0.35,0.54,0.67,0.38,0.49
flexpay.csv,0.39,0.52,0.27,0.24,0.4,0.41,0.47,0.93,0.3,0.58,0.24,0.42,0.45,0.44,0.13,0.25
flylegacy.csv,0.25,0.98,0.27,0.57,0.28,0.0,0.12,0.38,0.52,0.16,0.21,0.61,0.54,0.38,0.53,0.22
ftm.csv,0.61,0.58,0.18,0.48,0.49,0.58,0.2,0.23,0.56,0.48,0.31,0.71,0.57,0.2,0.94,0.21
gzigzag.csv,0.28,0.17,0.36,0.12,0.94,0.2,0.16,0.15,0.16,0.37,0.07,0.18,0.12,0.1,0.44,0.2
img-browse-sort.csv,0.48,0.2,0.58,0.53,0.54,0.72,0.34,0.54,0.12,0.4,0.59,0.93,0.15,0.66,0.51,0.7
jcache.csv,0.52,0.37,0.0,0.22,0.56,0.09,0.52,0.43,0.33,0.16,0.41,0.18,0.18,0.54,0.09,1.0
jguard.csv,0.51,0.53,0.47,0.56,0.55,0.65,1.0,0.58,0.57,0.6,0.62,0.6,0.51,0.52,0.3,0.39
ppcboot.csv,0.42,0.47,0.61,0.49,0.55,0.53,0.35,0.59,0.63,0.97,0.68,0.41,0.51,0.59,0.63,0.55
qdvdauthor.csv,0.49,0.48,0.67,0.33,0.35,0.62,0.41,0.18,0.65,0.01,0.54,0.18,0.98,0.0,0.29,0.21
reactos-mirror.csv,0.98,0.59,0.45,0.52,0.53,0.58,0.62,0.38,0.62,0.48,0.46,0.56,0.71,0.45,0.54,0.2
unbvision.csv,0.34,0.54,0.39,0.3,0.62,0.29,0.36,0.6,0.98,0.41,0.4,0.5,0.38,0.44,0.53,0.48
