,reactos-mirror.csv,flylegacy.csv,etics.csv,bloodycore.csv,gzigzag.csv,blue-c.csv,jguard.csv,flexpay.csv,unbvision.csv,ppcboot.csv,auber.csv,img-browse-sort.csv,qdvdauthor.csv,biodwh.csv,ftm.csv,jcache.csv
auber.csv,3.0,0.0,0.0,0.0,18.0,1.0,3.0,1.0,4.0,0.0,0.0,0.0,1.0,14.0,4.0,1.0
biodwh.csv,0.0,1.0,1.0,3.0,121.0,54.0,2.0,0.0,114.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0
bloodycore.csv,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,4.0,0.0,6.0,0.0,0.0,16.0,1.0,3.0
blue-c.csv,0.0,0.0,9.0,0.0,21.0,0.0,9.0,0.0,2.0,0.0,2.0,0.0,0.0,8.0,0.0,2.0
etics.csv,0.0,1.0,0.0,20.0,9.0,0.0,1.0,1.0,5.0,0.0,7.0,1.0,0.0,3.0,0.0,0.0
flexpay.csv,0.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,14.0,1.0,2.0
flylegacy.csv,0.0,0.0,1.0,1.0,2.0,54.0,6.0,5.0,4.0,0.0,5.0,2.0,0.0,1.0,4.0,0.0
ftm.csv,4.0,0.0,1.0,1.0,2.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0
gzigzag.csv,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,4.0,1.0,2.0,2.0,0.0,2.0,6.0,24.0
img-browse-sort.csv,0.0,0.0,6.0,0.0,20.0,1.0,8.0,6.0,16.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0
jcache.csv,0.0,2.0,54.0,9.0,2.0,1.0,1.0,6.0,1.0,0.0,0.0,3.0,1.0,6.0,0.0,0.0
jguard.csv,0.0,0.0,0.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,7.0,4.0,5.0
ppcboot.csv,0.0,0.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0
qdvdauthor.csv,0.0,1.0,0.0,0.0,7.0,0.0,0.0,2.0,3.0,1.0,6.0,3.0,0.0,82.0,2.0,0.0
reactos-mirror.csv,0.0,1.0,0.0,0.0,1.0,1.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,15.0,1.0,2.0
unbvision.csv,0.0,1.0,16.0,51.0,1.0,3.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,2.0,5.0
