,reactos-mirror.csv,flylegacy.csv,etics.csv,bloodycore.csv,gzigzag.csv,blue-c.csv,jguard.csv,flexpay.csv,unbvision.csv,ppcboot.csv,auber.csv,img-browse-sort.csv,qdvdauthor.csv,biodwh.csv,ftm.csv,jcache.csv
auber.csv,0.82,0.55,0.59,0.8,0.51,0.48,0.9,0.51,0.7,0.73,0.51,0.55,0.46,0.5,0.48,0.63
biodwh.csv,0.99,0.8,0.67,0.95,0.5,0.0,0.83,0.94,0.0,0.67,0.9,0.75,0.88,0.92,0.88,0.5
bloodycore.csv,0.49,0.47,0.43,0.98,0.46,0.62,0.88,0.98,0.67,0.68,0.82,0.43,0.54,0.56,0.43,0.97
blue-c.csv,0.68,0.58,0.5,0.64,0.49,0.47,0.49,0.55,0.46,0.58,0.48,0.4,0.45,0.44,0.51,0.52
etics.csv,0.71,0.84,0.67,0.69,0.66,0.54,0.62,0.66,0.95,0.57,0.49,0.6,0.46,0.5,0.77,0.5
flexpay.csv,0.45,0.4,0.54,0.91,0.51,0.56,0.55,0.99,0.7,0.78,0.86,0.44,0.58,0.71,0.43,0.86
flylegacy.csv,0.99,0.38,0.86,0.56,0.74,0.0,0.9,0.71,0.51,0.96,0.96,0.34,0.41,0.92,0.58,0.86
ftm.csv,0.43,0.41,0.67,0.62,0.61,0.47,0.91,0.99,0.45,0.54,0.64,0.39,0.39,0.81,0.54,0.89
gzigzag.csv,0.71,0.89,0.8,0.97,0.85,0.8,0.85,0.97,0.88,0.67,0.86,0.8,0.8,0.8,0.69,0.9
img-browse-sort.csv,0.54,0.94,0.45,0.54,0.52,0.5,0.78,0.52,0.96,0.68,0.53,0.77,0.86,0.5,0.48,0.44
jcache.csv,0.45,0.71,0.67,0.86,0.44,0.83,0.53,0.53,0.81,0.94,0.79,0.86,0.9,0.32,0.86,0.43
jguard.csv,0.54,0.45,0.46,0.45,0.38,0.33,0.67,0.43,0.57,0.73,0.44,0.41,0.49,0.39,0.4,0.59
ppcboot.csv,0.8,0.67,0.58,0.5,0.51,0.68,0.68,0.54,0.65,0.76,0.52,0.62,0.64,0.43,0.54,0.65
qdvdauthor.csv,0.61,0.47,0.56,0.69,0.57,0.52,0.65,0.98,0.56,0.5,0.48,0.91,0.44,0.9,0.83,0.9
reactos-mirror.csv,0.64,0.38,0.39,0.35,0.46,0.38,0.45,0.42,0.55,0.6,0.4,0.43,0.42,0.38,0.41,0.54
unbvision.csv,0.42,0.59,0.47,0.68,0.56,0.77,0.57,0.55,0.72,0.55,0.67,0.67,0.81,0.43,0.47,0.6
