,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,oscarmcmaster.csv
abbot.csv,0.74,0.92,0.03,0.94,1.0,1.0,0.38,0.8,0.74
jicarilla.csv,0.09,0.0,0.88,0.0,0.0,0.0,0.03,0.43,0.11
optalgtoolkit.csv,0.26,0.41,0.73,0.56,0.43,0.74,0.49,1.0,0.36
oscarmcmaster.csv,0.74,0.84,0.03,0.81,0.43,0.37,0.38,0.3,0.62
ossim.csv,0.22,0.27,0.27,0.81,0.0,0.47,0.51,0.75,0.36
projectts.csv,0.72,0.51,0.06,0.62,0.86,0.68,0.46,0.05,0.68
sabbu.csv,0.71,0.59,0.09,0.62,0.86,0.11,0.49,0.14,0.68
vxl.csv,0.45,0.51,0.09,0.38,0.43,0.42,0.24,0.11,0.62
zact.csv,0.43,0.03,0.18,0.38,0.86,0.0,0.16,0.3,0.32
