,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.09,0.33,0.08,0.0,0.0,0.02
codeblocks.csv,0.24,0.83,0.03,0.9,0.17,0.39
dataobjectsdotnet.csv,0.42,0.22,0.31,0.21,0.67,0.0
n2cms.csv,0.0,0.14,0.18,0.08,0.33,0.22
nug.csv,0.45,0.0,0.51,0.51,0.17,0.35
uclmda.csv,0.59,0.72,0.74,0.45,0.0,0.49
