,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.53,0.2,0.62,1.0,1.0,0.69
codeblocks.csv,0.45,0.33,0.99,0.23,0.99,0.48
dataobjectsdotnet.csv,0.28,0.2,0.8,0.26,0.96,1.0
n2cms.csv,1.0,0.38,0.84,0.25,0.97,0.49
nug.csv,0.42,1.0,0.68,0.23,0.75,0.48
uclmda.csv,0.3,0.21,0.72,0.29,1.0,0.4
