,n2cms.csv,nug.csv,codeblocks.csv,bulmages.csv,uclmda.csv,dataobjectsdotnet.csv
bulmages.csv,0.84,0.89,0.96,0.0,0.75,0.94
codeblocks.csv,0.73,0.84,0.03,0.9,0.54,0.66
dataobjectsdotnet.csv,0.86,0.91,0.67,0.75,0.8,0.02
n2cms.csv,0.04,0.84,0.71,0.91,0.71,0.75
nug.csv,0.67,0.0,0.81,0.67,1.0,0.68
uclmda.csv,0.85,0.93,0.83,0.53,0.0,0.76
