,awemud.csv,lsb.csv,rtb-team.csv,qgis.csv,upp-mirror.csv,open-beos.csv,firebreath.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,amygdala.csv,tradelink.csv,buddata-ebxml-registry.csv,rocrail.csv
amygdala.csv,0.43,0.03,0.03,0.3,0.34,0.06,0.33,0.11,0.57,0.39,0.37,0.47,0.5,0.55
awemud.csv,0.43,0.73,0.41,0.52,0.61,0.34,0.25,0.15,0.51,0.51,0.46,0.53,0.0,0.54
buddata-ebxml-registry.csv,0.93,0.99,0.84,0.97,0.9,0.99,0.99,0.96,0.91,0.9,1.0,1.0,0.0,0.92
cornerstone.csv,0.0,0.16,0.0,0.01,0.24,0.01,0.02,0.0,0.36,0.1,0.03,0.3,0.0,0.01
firebreath.csv,0.27,0.4,0.11,0.17,0.32,0.26,0.32,0.21,0.6,0.33,0.29,0.47,0.25,0.36
lsb.csv,0.43,0.13,0.68,0.52,0.46,0.5,0.26,0.13,0.43,0.32,0.86,0.74,0.0,0.62
maya-work-in-progress.csv,0.53,0.62,0.16,0.67,0.83,0.68,0.39,0.17,0.85,0.44,0.4,0.73,0.5,0.74
mia.csv,0.17,0.01,0.92,0.24,0.05,0.3,0.2,0.19,0.43,0.2,0.26,0.14,0.25,0.31
open-beos.csv,0.47,0.23,0.46,0.44,0.39,0.26,0.04,0.06,0.21,0.3,0.4,0.14,0.0,0.36
qgis.csv,0.57,0.44,0.68,0.28,0.32,0.51,0.55,0.23,0.77,0.89,0.46,0.48,0.5,0.42
rocrail.csv,0.4,0.01,0.35,0.3,0.34,0.23,0.29,0.3,0.28,0.44,0.34,0.31,0.5,0.25
rtb-team.csv,0.4,0.01,0.14,0.08,0.05,0.11,0.08,0.02,0.45,0.08,0.06,0.21,1.0,0.19
tradelink.csv,0.53,0.51,0.08,0.08,0.37,0.22,0.06,0.04,0.19,0.88,0.49,0.36,1.0,0.12
upp-mirror.csv,0.3,0.0,0.32,0.19,0.32,0.26,0.24,0.21,0.11,0.37,0.23,0.16,0.5,0.22
