,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.75,0.45,0.61,0.63,0.58,0.57
bullet.csv,0.13,0.55,0.35,0.75,0.65,0.44
openintents.csv,0.39,0.62,0.48,0.54,0.45,0.17
pokenetonline.csv,0.24,0.32,0.42,0.53,0.55,0.77
tktoolkit.csv,0.0,0.24,0.55,0.73,0.6,0.68
zealos.csv,0.75,0.0,0.11,0.12,0.26,0.37
