,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.77,0.91,0.59,0.67,0.7,0.88
bullet.csv,1.0,0.91,0.32,0.75,0.83,0.52
openintents.csv,0.6,0.61,0.73,0.57,0.83,0.95
pokenetonline.csv,0.97,0.91,0.95,0.76,0.74,0.77
tktoolkit.csv,1.0,0.91,0.82,0.88,0.57,0.87
zealos.csv,0.77,0.0,0.09,0.1,0.22,0.33
