,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.33,0.16,1.0,0.65,0.81
google-gears.csv,0.44,0.13,0.3,0.45,1.0
httpcontentparser.csv,0.2,0.89,0.2,0.5,0.81
qse.csv,0.46,0.16,0.6,1.0,0.86
xmemcached.csv,1.0,0.16,0.22,0.4,0.76
