,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.46,0.27,0.94,0.76,0.76
google-gears.csv,0.58,0.23,0.45,0.62,1.0
httpcontentparser.csv,0.07,0.87,0.08,0.29,0.2
qse.csv,0.58,0.24,0.41,0.99,0.51
xmemcached.csv,0.98,0.24,0.22,0.55,0.66
