,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,12.0,3.0,0.0,1.0,0.0
google-gears.csv,5.0,8.0,8.0,4.0,0.0
httpcontentparser.csv,4.0,0.0,4.0,4.0,0.0
qse.csv,0.0,1.0,2.0,0.0,0.0
xmemcached.csv,0.0,36.0,9.0,7.0,0.0
