,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.59,0.54,0.11,0.37,0.61
google-gears.csv,0.41,0.63,0.88,0.91,0.0
httpcontentparser.csv,0.96,0.15,0.95,0.81,0.89
qse.csv,0.39,0.61,0.69,0.03,0.67
xmemcached.csv,0.04,0.59,0.84,1.01,0.72
