,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.66,0.71,0.91,0.84,0.65
google-gears.csv,0.78,0.65,0.4,0.33,1.0
httpcontentparser.csv,0.05,0.87,0.06,0.24,0.13
qse.csv,0.76,0.49,0.37,0.98,0.4
xmemcached.csv,0.97,0.53,0.24,0.0,0.54
