,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.18,0.34,0.57,0.95,0.59,0.04,0.17,0.32,0.24,0.58
flylegacy.csv,0.48,0.3,0.99,0.56,0.67,0.2,0.52,0.53,0.57,0.49
jguard.csv,0.54,0.46,0.56,0.49,0.56,1.0,0.44,0.49,0.51,0.35
m-a-d-n-e-s-s.csv,0.32,0.14,0.33,0.38,0.24,0.48,0.09,0.36,0.9,0.15
mob-sen-plat.csv,0.53,0.95,0.52,0.43,0.48,0.58,0.4,0.34,0.4,0.28
raygina.csv,1.0,0.18,0.48,0.47,0.38,0.16,0.39,0.42,0.52,0.4
st-filteredstatistics.csv,0.73,0.45,0.48,0.58,0.63,0.57,0.61,0.98,0.53,0.5
upp-mirror.csv,0.39,0.11,0.64,0.41,0.98,0.16,0.39,0.35,0.65,0.39
wishmaster.csv,0.19,0.59,0.65,0.16,0.55,0.4,0.94,0.4,0.4,0.58
yarp.csv,0.05,0.0,0.1,0.2,0.15,0.12,0.09,0.16,0.0,1.0
