,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.15,0.69,0.67,0.97,0.65,0.05,0.12,0.41,0.24,0.52
flylegacy.csv,0.4,0.36,0.99,0.28,0.72,0.26,0.27,0.62,0.42,0.43
jguard.csv,0.46,0.54,0.65,0.26,0.61,1.0,0.23,0.58,0.43,0.34
m-a-d-n-e-s-s.csv,0.37,0.2,0.43,0.23,0.31,0.39,0.08,0.46,0.9,0.19
mob-sen-plat.csv,0.46,0.97,0.7,0.19,0.53,0.48,0.28,0.43,0.28,0.31
raygina.csv,1.0,0.24,0.57,0.3,0.46,0.16,0.21,0.53,0.5,0.38
st-filteredstatistics.csv,0.63,0.51,0.78,0.27,0.67,0.47,0.36,0.99,0.41,0.48
upp-mirror.csv,0.35,0.16,0.72,0.29,0.99,0.21,0.24,0.44,0.53,0.35
wishmaster.csv,0.18,0.66,0.74,0.13,0.62,0.32,0.96,0.56,0.29,0.52
yarp.csv,0.07,0.0,0.14,0.22,0.22,0.14,0.1,0.22,0.0,1.0
