,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv,jstock.csv,synergyspace.csv,keyczar.csv,factor.csv
factor.csv,0.05,0.0,0.05,0.0,0.0,0.03,0.14,0.09,0.01,0.0,0.0
fceugc.csv,0.29,0.08,0.23,0.0,0.35,0.27,0.16,0.14,0.24,0.0,0.26
flexpay.csv,0.26,0.75,0.0,0.53,0.85,0.73,0.93,0.72,0.1,0.93,0.65
jstock.csv,0.15,0.12,0.16,0.02,0.15,0.13,0.11,0.0,0.12,0.07,0.0
keyczar.csv,0.24,0.46,0.25,0.49,0.78,0.13,0.14,0.26,0.2,0.07,0.13
modellus.csv,0.43,0.21,0.5,0.09,0.04,0.0,0.27,0.19,0.39,0.13,0.22
open-data-kit.csv,0.49,0.62,0.5,0.88,0.76,0.44,0.0,0.44,0.53,0.67,0.61
phet.csv,0.0,0.79,0.38,0.63,0.64,0.63,0.91,0.53,0.49,0.87,0.74
qtractor.csv,0.26,0.0,0.29,0.33,0.04,0.28,0.18,0.05,0.17,0.07,0.3
sumatrapdf.csv,0.58,0.71,0.65,0.77,0.0,0.44,0.43,0.51,0.68,0.67,0.26
synergyspace.csv,0.33,0.33,0.26,0.19,0.07,0.21,0.75,0.14,0.0,0.2,0.22
