,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv,jstock.csv,synergyspace.csv,keyczar.csv,factor.csv
factor.csv,0.2,0.0,0.27,0.0,0.0,0.7,0.4,0.2,0.75,1.0,1.0
fceugc.csv,0.23,0.8,0.12,1.0,0.3,0.5,0.77,0.14,0.23,0.0,0.74
flexpay.csv,0.21,0.55,1.0,0.26,0.23,0.34,0.58,0.22,0.29,0.77,0.52
jstock.csv,0.06,0.67,0.26,0.67,0.6,0.72,0.8,1.0,0.25,0.67,1.0
keyczar.csv,0.2,0.54,0.2,0.16,0.33,0.63,0.62,0.27,0.13,0.98,0.25
modellus.csv,0.16,0.71,0.21,0.43,0.88,1.0,0.76,0.43,0.15,0.5,0.38
open-data-kit.csv,0.23,0.56,0.15,0.32,0.32,0.59,1.0,0.39,0.21,0.77,0.3
phet.csv,0.98,0.47,0.15,0.27,0.26,0.3,0.59,0.23,0.14,0.77,0.68
qtractor.csv,0.17,1.0,0.21,0.46,0.78,0.63,0.7,0.6,0.26,0.92,0.7
sumatrapdf.csv,0.17,0.55,0.19,0.38,1.0,0.63,0.72,0.21,0.24,0.67,0.8
synergyspace.csv,0.13,0.64,0.24,0.2,0.67,0.67,0.61,0.25,1.0,0.62,0.81
