,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv,jstock.csv,synergyspace.csv,keyczar.csv,factor.csv
factor.csv,0.96,1.0,0.91,1.0,1.0,0.92,0.96,0.93,0.88,0.98,0.0
fceugc.csv,0.78,0.72,0.87,0.05,0.82,0.78,0.72,0.93,0.77,1.0,0.64
flexpay.csv,0.82,0.78,0.11,0.82,1.02,0.96,0.97,0.78,0.85,0.93,0.89
jstock.csv,0.98,0.8,0.75,0.91,0.63,0.68,0.75,0.0,0.85,0.96,0.9
keyczar.csv,0.85,0.71,0.75,0.95,0.85,0.79,0.88,0.74,0.91,0.07,0.98
modellus.csv,0.85,0.61,0.63,0.86,0.52,0.01,0.56,0.57,0.83,0.97,0.95
open-data-kit.csv,0.72,0.7,0.77,0.9,0.84,0.57,0.0,0.45,0.7,0.73,1.05
phet.csv,0.1,0.88,0.78,0.82,0.88,0.96,0.94,0.71,0.85,0.87,0.75
qtractor.csv,0.87,0.07,0.69,0.54,0.78,0.59,0.77,0.77,0.79,0.77,0.68
sumatrapdf.csv,0.85,0.75,0.71,0.77,0.0,0.5,0.55,0.74,0.7,0.89,0.49
synergyspace.csv,0.9,0.6,0.66,0.92,0.75,0.62,0.82,0.86,0.08,0.92,0.51
