,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,oscarmcmaster.csv
abbot.csv,0.09,0.16,0.12,0.62,0.29,0.47,0.27,0.98,0.49
jicarilla.csv,0.0,0.03,1.0,0.0,0.14,0.05,0.03,0.14,0.02
optalgtoolkit.csv,0.59,0.7,0.76,0.62,0.0,0.95,0.76,0.68,0.49
oscarmcmaster.csv,0.41,0.19,0.21,0.19,0.43,0.05,0.11,0.14,0.89
ossim.csv,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
projectts.csv,0.52,0.68,0.67,0.62,0.57,0.63,0.97,0.61,0.6
sabbu.csv,0.97,0.27,0.15,0.56,0.86,0.26,0.24,0.39,0.6
vxl.csv,0.4,0.95,0.52,0.19,0.14,0.05,0.3,0.36,0.32
zact.csv,0.0,0.0,0.03,0.0,0.86,0.0,0.0,0.0,0.0
