,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,oscarmcmaster.csv
abbot.csv,0.92,0.97,0.76,0.54,0.74,0.42,0.81,0.42,0.61
jicarilla.csv,0.83,0.91,0.85,0.97,0.91,0.0,0.67,0.91,0.96
optalgtoolkit.csv,0.61,0.58,0.65,0.51,0.88,0.61,0.54,0.39,0.52
oscarmcmaster.csv,0.65,0.95,0.93,0.94,0.78,0.86,0.8,0.88,0.98
ossim.csv,0.67,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0
projectts.csv,0.54,0.56,0.55,0.54,0.49,0.41,0.62,0.36,0.52
sabbu.csv,0.52,0.62,0.89,0.63,0.45,0.48,0.76,0.44,0.53
vxl.csv,0.76,0.89,0.96,0.91,0.95,0.8,0.89,0.52,0.62
zact.csv,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.5
