,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.48,0.23,0.58,0.47,0.74,0.59,0.14,0.09,0.85,0.95,0.88,0.49,0.57,0.79,0.34
cornerstone.csv,0.44,0.29,0.69,0.56,0.83,0.96,0.33,0.15,0.89,0.29,0.88,0.5,0.7,0.81,0.34
esmf.csv,0.31,0.96,0.5,0.4,0.76,0.49,0.12,0.05,0.81,0.31,0.85,0.52,0.5,0.62,0.17
frogatto.csv,0.42,0.27,0.71,0.54,0.78,0.57,0.24,0.11,0.91,0.45,0.89,0.48,0.97,0.76,0.24
gretl.csv,0.28,0.24,0.59,0.41,0.75,0.52,0.11,0.1,0.99,0.34,0.87,0.52,0.56,0.75,0.21
kindb.csv,0.51,0.3,0.68,0.58,0.84,0.72,0.18,0.09,0.91,0.5,0.92,0.54,0.71,1.0,0.24
libtorrent.csv,0.31,0.22,0.61,0.45,0.76,0.5,0.12,0.1,0.83,0.37,1.0,0.5,0.56,0.7,0.2
mia.csv,0.69,0.2,0.61,0.4,0.85,0.53,0.08,0.93,0.78,0.2,0.79,0.45,0.44,0.65,0.05
open-beos.csv,0.45,0.25,0.73,0.99,0.83,0.44,0.17,0.15,0.91,0.48,0.88,0.59,0.68,0.72,0.17
pidgin.csv,0.43,0.32,0.77,0.5,0.99,0.55,0.16,0.08,0.89,0.58,0.9,0.56,0.83,0.92,0.24
quantlib.csv,0.68,0.21,0.72,0.61,0.89,0.42,0.1,0.2,0.89,0.5,0.92,0.45,0.87,1.0,1.0
riff-evolve.csv,0.42,0.25,0.69,0.49,0.81,0.54,0.19,0.1,0.84,0.33,0.88,1.0,0.78,0.75,0.2
tokratan.csv,0.38,0.41,0.4,0.48,0.74,0.58,1.0,0.1,0.95,0.71,0.91,0.56,0.6,0.8,0.26
upp-mirror.csv,0.28,0.21,1.0,0.57,0.71,0.5,0.03,0.21,0.84,0.0,0.88,0.61,0.61,0.68,0.13
wxcrp.csv,1.0,0.34,0.67,0.66,0.89,0.49,0.12,0.16,0.93,0.67,0.96,0.48,0.75,0.94,0.24
