,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.29,0.52,0.54,0.39,0.44,0.26,0.15,0.65,0.37,0.03,0.33,0.54,0.3,0.38,0.33
cornerstone.csv,0.37,0.37,0.44,0.22,0.17,0.04,0.16,0.36,0.33,0.28,0.44,0.22,0.36,0.31,0.37
esmf.csv,0.8,0.01,0.46,0.69,0.38,0.81,0.56,0.22,0.83,0.92,0.61,0.6,0.58,0.88,0.72
frogatto.csv,0.37,0.52,0.34,0.37,0.56,0.47,0.27,0.81,0.27,0.17,0.5,0.95,0.03,0.62,0.53
gretl.csv,0.91,0.71,0.85,0.92,0.69,0.87,0.94,0.64,0.07,0.86,0.67,0.74,0.79,0.62,0.8
kindb.csv,0.27,0.39,0.46,0.21,0.34,0.23,0.3,0.7,0.3,0.08,0.28,0.39,0.3,0.0,0.27
libtorrent.csv,0.88,0.88,0.73,0.66,0.77,0.94,0.92,0.88,0.93,0.89,0.0,0.83,0.7,0.81,0.82
mia.csv,0.07,0.25,0.17,0.26,0.11,0.15,0.38,0.01,0.6,0.33,0.33,0.57,0.15,0.75,0.21
open-beos.csv,0.24,0.28,0.37,0.0,0.25,0.7,0.31,0.26,0.33,0.42,0.39,0.18,0.24,0.62,0.4
pidgin.csv,0.41,0.5,0.29,0.37,0.02,0.55,0.5,0.63,0.33,0.14,0.39,0.43,0.15,0.12,0.46
quantlib.csv,0.08,0.27,0.22,0.11,0.09,0.38,0.89,0.18,0.13,0.08,0.17,0.84,0.06,0.0,0.0
riff-evolve.csv,0.39,0.43,0.44,0.46,0.39,0.45,0.37,0.46,0.63,0.33,0.39,0.0,0.18,0.62,0.38
tokratan.csv,0.24,0.13,0.07,0.34,0.28,0.28,0.0,0.79,0.07,0.06,0.28,0.19,0.06,0.38,0.15
upp-mirror.csv,0.37,0.29,0.0,0.2,0.45,0.19,0.23,0.25,0.5,0.25,0.22,0.33,0.39,0.75,0.27
wxcrp.csv,0.0,0.2,0.2,0.1,0.12,0.62,0.58,0.21,0.13,0.03,0.11,0.61,0.12,0.06,0.17
