,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.66,0.58,0.48,0.53,0.49,0.39,0.24,0.57,0.45,0.95,0.47,0.51,0.4,0.67,0.67
cornerstone.csv,0.69,0.59,0.62,0.45,0.39,0.94,0.7,0.62,0.56,0.23,0.61,0.26,0.75,0.66,0.72
esmf.csv,0.52,0.82,0.33,0.56,0.5,0.48,0.61,0.13,0.45,0.28,0.55,0.58,0.5,0.35,0.48
frogatto.csv,0.65,0.68,0.57,0.64,0.68,0.58,0.73,0.54,0.6,0.29,0.66,0.2,0.97,0.73,0.62
gretl.csv,0.32,0.63,0.43,0.3,0.62,0.42,0.24,0.57,0.98,0.41,0.62,0.57,0.55,0.7,0.51
kindb.csv,0.69,0.63,0.62,0.47,0.71,0.62,0.56,0.56,0.62,0.18,0.63,0.48,0.68,0.95,0.37
libtorrent.csv,0.4,0.4,0.54,0.63,0.58,0.24,0.3,0.4,0.27,0.38,1.0,0.47,0.6,0.52,0.48
mia.csv,0.4,0.28,0.2,0.3,0.29,0.19,0.3,0.81,0.42,0.18,0.28,0.47,0.13,0.49,0.05
open-beos.csv,0.52,0.4,0.62,0.98,0.51,0.46,0.56,0.48,0.69,0.67,0.53,0.3,0.51,0.63,0.36
pidgin.csv,0.7,0.78,0.64,0.58,0.98,0.6,0.71,0.51,0.57,0.4,0.63,0.55,0.7,0.69,0.57
quantlib.csv,0.47,0.31,0.4,0.29,0.34,0.3,0.35,0.48,0.27,0.18,0.43,0.42,0.41,0.28,0.86
riff-evolve.csv,0.66,0.55,0.62,0.64,0.66,0.52,0.71,0.51,0.6,0.34,0.54,0.94,0.62,0.7,0.41
tokratan.csv,0.39,0.38,0.04,0.5,0.36,0.41,0.94,0.52,0.28,0.29,0.54,0.29,0.1,0.69,0.25
upp-mirror.csv,0.38,0.34,0.98,0.43,0.45,0.21,0.09,0.68,0.55,0.0,0.33,0.56,0.57,0.53,0.2
wxcrp.csv,1.0,0.43,0.29,0.32,0.45,0.52,0.6,0.43,0.43,0.12,0.51,0.52,0.38,0.49,0.25
