,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.55,0.34,0.53,0.49,0.59,0.44,0.16,0.17,0.56,0.95,0.59,0.51,0.44,0.73,0.45
cornerstone.csv,0.54,0.38,0.67,0.47,0.48,0.95,0.44,0.24,0.67,0.24,0.73,0.31,0.74,0.72,0.47
esmf.csv,0.46,0.87,0.37,0.51,0.59,0.6,0.21,0.07,0.78,0.44,0.71,0.58,0.51,0.65,0.26
frogatto.csv,0.51,0.4,0.62,0.58,0.79,0.58,0.37,0.2,0.7,0.32,0.8,0.63,0.97,0.84,0.36
gretl.csv,0.43,0.38,0.68,0.57,0.78,0.67,0.19,0.17,0.99,0.48,0.83,0.63,0.69,0.81,0.33
kindb.csv,0.58,0.4,0.66,0.5,0.78,0.65,0.27,0.17,0.72,0.23,0.73,0.5,0.69,0.97,0.28
libtorrent.csv,0.46,0.36,0.66,0.57,0.84,0.64,0.21,0.18,0.87,0.54,1.0,0.62,0.66,0.79,0.33
mia.csv,0.47,0.22,0.27,0.31,0.39,0.25,0.12,0.85,0.55,0.17,0.37,0.47,0.18,0.65,0.04
open-beos.csv,0.47,0.3,0.67,0.99,0.6,0.48,0.26,0.22,0.78,0.57,0.64,0.36,0.56,0.74,0.23
pidgin.csv,0.54,0.47,0.69,0.53,0.99,0.6,0.27,0.14,0.68,0.44,0.75,0.55,0.74,0.76,0.34
quantlib.csv,0.52,0.24,0.48,0.35,0.44,0.32,0.18,0.28,0.36,0.23,0.54,0.55,0.51,0.38,0.91
riff-evolve.csv,0.52,0.34,0.67,0.57,0.74,0.53,0.31,0.17,0.77,0.32,0.65,0.97,0.67,0.81,0.26
tokratan.csv,0.37,0.37,0.06,0.47,0.45,0.45,0.97,0.17,0.39,0.37,0.65,0.35,0.15,0.75,0.23
upp-mirror.csv,0.31,0.25,0.98,0.46,0.53,0.27,0.04,0.32,0.67,0.0,0.43,0.57,0.58,0.7,0.15
wxcrp.csv,1.0,0.37,0.36,0.39,0.55,0.53,0.21,0.22,0.54,0.17,0.63,0.52,0.46,0.6,0.22
