,google-collections.csv,dsworkbench.csv,autofac.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,exist.csv,octet.csv,jchassis.csv,ambulant.csv,coot.csv,emono.csv,thedata.csv
ambulant.csv,97.5,97.5,270.5,194.0,98.5,194.0,197.5,548.0,1859.0,366.0,97.5,196.5,542.0
autofac.csv,99.0,97.5,177.0,94.5,98.5,196.0,197.5,96.5,1924.5,142.0,97.5,95.5,1431.5
coot.csv,99.0,0.0,32.5,98.5,98.5,93.5,82.0,96.5,2229.5,157.0,97.5,389.5,1816.5
dsworkbench.csv,83.5,97.5,162.0,96.5,120.0,89.5,197.5,47.5,82.5,2106.5,187.0,196.0,405.0
emono.csv,99.0,174.0,282.0,98.5,98.5,192.0,194.0,1423.0,2397.5,370.0,97.5,295.0,1397.5
exist.csv,98.5,97.5,292.0,98.5,98.5,196.0,197.5,96.5,1817.0,139.0,97.5,196.5,1076.5
freelords.csv,98.5,97.5,193.0,98.5,95.5,196.0,197.5,96.5,922.5,2289.5,97.5,295.0,2505.0
google-collections.csv,98.5,97.5,292.0,98.5,98.5,196.0,197.5,96.5,2397.5,2289.5,97.5,295.0,2505.0
jchassis.csv,95.5,0.0,0.0,0.0,0.0,186.0,62.5,95.5,189.5,54.5,0.0,0.0,0.0
jpaul.csv,98.5,97.5,91.5,82.5,98.5,378.0,180.0,96.5,795.0,343.0,92.5,0.0,709.5
neodatis-odb.csv,99.0,190.0,194.5,190.0,95.5,196.0,194.0,336.0,1788.0,182.0,97.5,95.5,164.0
octet.csv,94.5,97.5,361.0,96.5,95.5,95.5,197.5,96.5,536.0,1109.0,95.5,295.0,1298.0
thedata.csv,99.0,87.5,292.0,195.0,98.5,196.0,197.5,1033.0,1375.5,276.5,97.5,196.5,174.5
