,gtad.csv,kaffeine.csv,taokgame.csv,htmlunit.csv,jsr308-langtools.csv,continuum-ide.csv,anaxagora.csv,stemkit.csv,carabiner.csv
anaxagora.csv,1.01,0.86,0.91,0.93,0.9,0.9,0.86,0.84,0.52
carabiner.csv,0.37,0.61,0.95,0.85,0.97,0.45,0.71,0.55,0.35
continuum-ide.csv,1.0,1.14,0.86,0.68,0.97,0.36,0.92,0.85,1.0
gtad.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.95,1.0,1.0
htmlunit.csv,0.62,0.69,0.72,0.52,0.57,0.58,0.78,0.56,0.7
jsr308-langtools.csv,0.65,0.35,0.76,0.78,0.21,0.73,0.7,0.84,0.77
kaffeine.csv,0.96,0.28,1.08,0.71,1.0,1.0,0.6,0.8,0.73
stemkit.csv,1.0,0.86,0.8,0.99,0.93,1.0,1.02,1.0,1.0
taokgame.csv,0.56,0.9,0.07,0.9,0.85,0.8,0.78,0.86,0.69
