,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,0.91,0.49,0.42,0.56,0.63
intact.csv,0.8,0.57,0.13,0.34,0.76
miranda-icq.csv,0.55,0.43,0.52,0.39,0.64
ofbiz.csv,0.54,0.37,0.35,0.35,0.8
roolo.csv,0.74,0.4,0.4,0.65,0.64
