,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,0.14,0.3,0.43,0.65,0.59
intact.csv,0.71,0.27,0.12,0.38,0.49
miranda-icq.csv,0.07,0.23,0.27,0.14,0.63
ofbiz.csv,0.5,0.62,0.65,0.22,0.33
roolo.csv,0.71,0.78,0.69,0.24,0.65
