,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.24,0.83,0.54,0.11,0.0,0.52,0.85,1.0,0.31,0.27,0.25,0.5,0.59,0.47,0.67
autowikibrowser.csv,0.24,0.62,0.38,0.13,0.37,0.44,0.78,0.88,0.32,0.26,0.22,0.72,0.67,0.39,0.74
blue-c.csv,0.13,0.45,0.42,0.11,0.0,0.37,0.58,0.85,0.15,0.23,0.23,0.47,0.51,0.38,0.55
dynalloy.csv,0.14,0.47,0.59,0.1,0.04,0.36,0.62,0.83,0.14,0.19,0.2,0.41,0.46,0.32,0.64
hydrogen.csv,0.16,0.46,0.36,0.1,0.25,0.36,0.48,0.55,0.44,0.23,0.0,0.4,0.45,0.22,0.64
jcae.csv,0.0,0.51,0.33,0.35,0.23,0.4,1.0,0.88,0.59,0.54,0.33,1.0,0.62,0.38,0.73
lphant.csv,0.24,0.7,0.38,0.14,0.31,0.47,0.57,0.79,0.32,0.28,0.24,0.62,0.64,0.41,0.76
nosleepsoftware.csv,0.36,0.54,0.2,0.17,0.59,0.3,0.6,0.0,0.0,0.31,0.0,0.5,0.31,0.29,0.93
qgo.csv,0.14,0.86,0.32,0.11,0.26,0.47,0.62,0.67,0.25,0.28,0.21,0.4,0.49,0.29,0.68
quickfast.csv,0.14,0.52,0.32,0.12,0.35,0.43,0.61,0.53,0.2,0.38,0.21,0.42,0.43,0.29,0.81
rhex.csv,0.34,0.56,0.38,0.1,0.5,0.44,0.72,0.67,0.43,0.19,0.29,1.0,0.69,0.29,0.71
rocrail.csv,0.23,0.66,0.43,0.09,0.34,0.36,0.59,0.74,0.32,0.31,0.28,0.49,0.63,0.47,0.81
virtuoso.csv,0.13,0.5,0.37,0.1,0.25,0.36,0.48,0.55,0.14,0.43,0.27,0.39,0.45,0.22,0.93
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0
yield.csv,0.13,0.55,0.37,0.1,0.3,0.37,0.78,0.74,0.26,0.29,0.2,0.5,0.53,0.33,0.71
