,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv,codesmith.csv
codesmith.csv,0.93,0.41,0.35,0.58,0.97,0.83,0.41,0.62,0.56,0.38,0.66,0.52
gwanted.csv,0.46,0.4,0.52,0.55,0.69,0.44,0.55,0.62,0.89,0.0,0.38,0.5
ivatamasks.csv,0.34,0.44,0.34,0.38,0.41,0.45,0.38,0.42,0.55,0.4,0.4,0.36
java-gnome.csv,0.5,0.72,0.95,0.95,0.54,0.89,0.66,0.56,0.44,0.91,0.56,0.52
orc.csv,0.83,0.41,0.6,0.43,0.93,0.37,0.59,0.57,0.83,0.0,0.5,0.89
plato.csv,0.36,0.39,0.32,0.5,0.45,0.56,0.43,0.65,0.88,0.4,0.4,0.4
rodin-b-sharp.csv,0.9,0.83,0.96,0.93,0.93,0.5,0.67,0.6,0.38,0.0,0.81,0.56
tycho.csv,0.84,0.51,0.97,0.7,0.76,0.92,0.68,0.88,0.83,0.52,0.52,0.92
umber.csv,0.59,0.38,0.3,0.41,0.52,0.43,0.42,0.45,0.38,0.88,0.5,0.36
unicase.csv,0.48,0.4,0.3,0.44,0.59,0.43,0.42,0.54,0.38,0.51,0.43,0.38
vienna-add-in.csv,0.52,0.58,0.43,0.51,0.59,0.79,0.7,0.53,0.95,0.56,0.75,0.6
wpdev.csv,0.34,0.39,0.29,0.43,0.42,0.42,0.38,0.42,0.38,0.4,0.39,0.39
