,xstore.csv,pcsx2.csv,dataobjectsdotnet.csv,img-browse-sort.csv
dataobjectsdotnet.csv,0.5,0.94,0.59,0.42
img-browse-sort.csv,0.56,0.73,0.48,0.5
pcsx2.csv,0.64,0.81,0.48,0.27
xstore.csv,0.76,0.75,0.41,0.3
