,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,projecteqemu.csv,kftpgrabber.csv
boost.csv,0.65,0.68,0.24,0.51,0.79,0.97,0.61,0.54
etics.csv,1.0,0.5,0.14,0.39,0.77,0.24,0.66,0.45
genecys.csv,0.36,0.81,0.31,0.52,1.0,0.54,0.56,0.51
kftpgrabber.csv,0.56,0.31,0.3,0.38,0.58,0.49,0.54,1.0
kvs.csv,0.5,0.47,1.0,0.37,0.62,0.28,0.57,0.52
mcore3d.csv,0.39,0.99,0.4,0.5,0.83,0.47,0.57,0.57
ogrehg.csv,0.64,0.6,0.41,0.93,0.72,0.35,0.6,0.55
projecteqemu.csv,0.3,0.49,0.17,0.51,0.48,0.28,0.96,0.47
