,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.67,0.0,0.18,0.56
emftriple.csv,0.44,0.38,0.03,0.43
fluent-nhibernate.csv,0.75,0.0,0.33,0.54
gpsmid.csv,0.84,0.03,0.22,0.42
