,forester-atv.csv,adonthell.csv,chaperon.csv,yarp0.csv,pokenetonline.csv,gephex.csv,primefaces.csv,rcp-company-uibindings.csv
adonthell.csv,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0
chaperon.csv,0.0,107.0,0.0,53.0,1.0,1.0,2.0,0.0
forester-atv.csv,0.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0
gephex.csv,1.0,1.0,51.0,3.0,1.0,0.0,0.0,0.0
pokenetonline.csv,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0
primefaces.csv,7.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0
rcp-company-uibindings.csv,4.0,1.0,17.0,3.0,0.0,0.0,0.0,0.0
yarp0.csv,0.0,1.0,12.0,0.0,2.0,1.0,2.0,0.0
